"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186"
"95",87626,87806,87644,89150,87690,87410,87906,87686,89306,87690,87630,87860,89368,88844,87634,89304,89588,87634,8686,6516,7306,78890,78992,3048,2874,89520,8906,3260,89422,89100,9056,78998,89470,89152,7138,9172,89028,9014,7026,1010,1124,9004,89410,89578,3042,89090,958,78936,7086,3208,89252,2886,956,89740,1240,7196,1116,89308,79264,79044,79096,79210,78692,78614,78876,79158,79100,79316,79256,79208,79324,79164,78836,79110,79316,78992,79158,79316,79204,79208,78994,79312,79312,79048,79164,79374,55384,2930,2932,1010,858,2980,55290,56564,0,2416,2930,3040,1010,78198,72178,802,1020,1020,2884,386,3094,3260,55164,55130,56900,55592,54888,55752,56894,2832,858,442,956,3048,2776,2470,3036,55970,56024,55804,2980,1010,2940,606,55696,55596,55424,73088,79150,78988,79108,79098,72400,72344,78364,2666,842,3104,952,912,56212,1066,2942,3312,442,56794,55436,55270,55380,72706,78310,73024,78946,78988,72178,73130,72704,73130,78670,78988,79316,79426,386,2982,1116,79426,78934,72706,72968,1062,78836,79154,79000,55970,1240,1124,858,3104,56268,56102
"96",85880,85720,85670,87122,85708,85550,85980,85760,87546,85602,85818,85886,87448,86760,85652,87490,87502,85984,6822,8656,9328,76862,76904,744,794,87498,6878,1334,87118,87016,7244,76858,87436,87232,9052,7082,86952,7094,9008,3308,3150,7082,87278,87326,1282,87220,3146,77066,8836,956,87160,692,3036,87708,2772,9276,3040,87440,77338,77176,76952,77240,76718,76862,76964,77070,77284,77018,77290,77228,77350,76858,76916,77190,77394,77176,77066,77446,77238,77338,77012,77452,77500,76902,77244,77338,57302,738,952,2878,2720,1066,57100,58752,2416,0,1282,1068,3088,76556,70426,2886,2828,3158,1018,2306,1234,1278,57192,56884,58874,57348,57248,57830,58756,746,2502,2416,3090,1184,748,442,1004,57882,58102,57720,1066,3088,1078,2416,57720,57570,57720,70892,77070,76908,77132,77338,70150,70370,76556,802,2932,688,2820,2942,58406,2878,748,1334,2524,58548,57354,57244,57190,70620,76390,71152,76752,77066,70426,71208,70842,71318,76806,77338,77172,77228,2636,1224,3040,77172,77010,70896,70936,3088,76530,76952,76696,57936,2828,2980,2610,854,57966,58242
"97",85284,85620,85550,87388,85458,85712,85288,85508,86800,85670,84812,85510,87126,87330,85402,86760,87182,85128,6878,8898,8636,76492,76972,1028,1176,87066,6508,642,87402,86590,6458,76976,86816,86690,8652,6666,87126,6552,8852,2672,2666,6406,87176,86760,536,86914,2400,76760,8544,802,87130,866,2304,86922,2782,8214,2792,86378,76646,76114,76662,77292,77394,76862,76862,77028,76702,76918,77134,77032,76974,76978,76594,76868,76498,76374,76706,77140,76862,76702,76762,76598,76714,76870,76922,76756,57624,1176,756,3150,3146,598,57998,58446,2930,1282,0,1066,2892,76960,70940,2942,2836,2506,698,3208,956,698,57294,57730,58498,57676,57082,57414,58878,1062,3152,3042,2360,698,912,900,658,57740,57796,57374,708,2892,858,2988,57100,57940,57250,71012,76656,77070,76702,76592,71210,71050,77128,968,2832,918,2626,2878,58646,3204,762,382,2816,58562,57252,57308,57786,71156,76908,70682,77072,76500,71050,70642,70842,70642,76752,76812,76772,76496,2764,492,2792,76552,76280,70998,70590,2632,76870,77032,76650,57796,2726,2730,2730,972,59034,58924
"98",85354,85602,85458,87020,85614,85142,85666,85666,87232,85292,85712,85768,87440,87494,85558,87494,87384,85450,6932,8836,9124,77176,76594,1286,496,87082,7192,1130,87660,87330,7248,77070,87110,87334,9276,6988,86866,7196,8372,2994,2510,6976,86972,87550,638,86906,2832,76752,9170,756,87286,1124,3150,87492,3204,9060,2722,87224,77134,77070,77286,76447,77291,76972,76658,76705,77080,76602,76654,77134,77342,77235,76908,77347,77288,76862,76862,77462,76492,77134,76808,77134,77394,76918,77401,77134,56870,440,858,2360,2626,748,57834,58658,3040,1068,1066,0,3104,76850,71050,2776,3260,3040,900,3036,166,854,56870,57614,58976,56720,57248,57406,58446,322,2730,3036,3094,1176,968,1176,1228,57678,57678,57834,748,3104,748,3146,57834,57366,57516,71104,76752,76280,76904,77024,70998,70884,77066,802,2406,1120,2942,2620,58700,2250,1172,1118,3042,58862,57566,57566,57308,70526,77010,70838,76540,77180,71050,71322,70622,70992,76696,76914,77176,77232,2930,1118,2832,77176,76904,70464,70940,3092,77072,77078,77128,57622,3260,2556,3042,1176,58916,58862
"99",87792,87484,87806,89202,87224,87474,87278,87058,88840,87436,87372,87538,88884,89744,87168,89046,89266,87278,9170,7412,6678,79162,78738,2726,2938,89466,9178,2632,89100,89152,8746,78786,88940,88940,6498,8486,89084,8802,7302,382,870,8856,89466,89210,2686,88624,712,78470,6608,2844,88676,2616,808,89158,756,6828,1074,88940,78254,78786,78786,79054,79584,79098,79042,78684,78582,79372,79422,78742,79112,78842,78676,78626,78896,78526,78472,78688,79260,78418,78528,79270,78892,78582,79004,78908,55436,2774,2466,964,1004,3048,55970,56098,1010,3088,2892,3104,0,79208,73078,1176,918,756,2730,952,3158,2742,55546,55806,56636,55436,55066,55286,56530,3308,910,1338,698,2564,2844,3150,2454,55180,55124,55436,3048,382,2788,1172,55224,56072,54854,72656,78998,78942,79006,78528,73072,73134,79150,2514,1228,2782,1020,1074,57112,1020,2884,3002,1224,56956,55334,55168,55322,73072,79206,72454,78998,78730,73188,72328,73188,72820,79044,78308,78786,78734,1396,2510,964,78844,78896,73088,72710,752,78566,78144,78840,55232,918,658,918,2730,56834,56778
"100",52272,52232,52180,38820,52336,52276,52552,52552,38976,52336,52276,52286,39038,38404,52280,39084,39038,52280,70786,72234,73134,802,1014,77078,77014,39190,70786,77180,39092,38770,71046,1020,38920,38822,73296,71052,38918,71004,72854,78988,78882,70774,39080,39138,76852,38650,78826,848,73134,77128,39142,76916,79044,39190,79108,73134,78984,38978,1286,1066,1228,1177,769,746,1118,1125,1122,1118,1058,1230,1126,1131,858,1297,1338,1014,1070,1448,1006,1120,1016,1334,1334,1180,1351,1286,45700,77180,76962,78988,78946,76790,45606,47210,78198,76556,76960,76850,79208,0,6240,78670,78998,78998,76694,78364,76904,77180,45480,45446,47106,46018,45534,45958,47210,76752,78946,78310,79044,77078,76806,76500,77176,46396,46340,46340,77010,79098,76750,78474,46232,45912,46070,7040,1062,900,910,1010,6462,6406,276,76916,78820,77024,79040,78890,46638,79044,76972,77232,78420,47220,45752,45696,45916,6988,332,6976,748,1010,6240,7302,6656,7082,692,1120,1338,1228,78144,77232,79094,1338,846,6658,7030,79150,968,1286,912,46396,79108,78882,78836,77134,46804,46748
"101",58182,58362,58200,44620,58356,58076,58352,58352,44996,58466,58296,58416,44948,44314,58300,44994,45168,58300,76586,78474,79154,6712,7144,70948,70884,45100,76696,71160,45002,44570,76846,7040,45050,44842,79206,77072,44718,77024,78984,72858,73082,76794,44880,45048,71052,44890,72916,7088,79154,70998,44942,70896,72804,45210,72978,79044,72964,44888,7196,7086,7138,7307,6899,6546,7138,7255,6922,7138,7298,7360,7366,7151,6768,7207,7138,7034,7200,7468,7136,7140,7256,7354,7354,7090,7261,7416,39790,70940,71052,73078,72816,70770,39586,41190,72178,70426,70940,71050,73078,6240,0,72760,72868,72978,70894,72454,71104,71270,39570,39426,41086,39998,39514,40158,41190,70842,72816,72290,72914,70948,70676,70260,71266,40376,40430,40320,71100,73078,70840,72454,39992,39892,40050,1130,7082,7030,7150,7140,442,166,6406,70786,73020,70894,72910,72650,40618,73024,70952,71322,72290,41090,39732,39676,39896,748,6132,1066,6768,7030,330,1172,746,1282,6712,7140,7358,7248,72344,71212,73074,7248,6976,858,1010,73240,6988,7306,6822,40486,72978,72862,72706,71004,40784,40618
"102",87266,87738,87742,89524,87414,87478,88016,87906,89582,87634,87698,87904,89576,89204,87358,88930,89520,87910,8214,6988,7196,78946,78936,3202,2832,89104,8962,3150,89576,89210,9014,79206,88986,89580,6984,9118,88888,9442,6776,1066,1124,8742,89104,89426,3098,89036,1124,78882,6878,3208,89416,2930,748,89478,1392,6988,536,89100,79264,79056,78942,78838,79274,78254,78790,78882,79210,78734,78896,79264,79588,79206,79044,79318,79274,79212,78937,79372,78624,79154,79048,79116,79380,79158,79372,79484,55206,2886,2988,858,692,2510,55486,56950,802,2886,2942,2776,1176,78670,72760,0,1118,1448,3036,748,2942,3314,55426,55326,57054,55108,55218,55808,56730,2886,1176,638,582,3312,2666,2996,3104,55970,55750,55652,2620,1066,2776,968,55432,55432,55698,72910,78624,78946,79260,79264,72816,72814,78506,2720,480,3256,646,1286,56792,858,2722,3214,802,56684,55424,55534,55644,72870,78780,73078,79044,78616,72650,72868,72454,72868,78418,79154,78832,79108,802,3104,536,79162,78780,72748,72816,1130,78988,79098,79264,55804,1448,958,900,3202,56628,56684
"103",87906,87172,87848,89576,87264,87686,87320,87210,89376,87586,87648,87282,88950,89258,87208,89046,88954,87704,9002,7260,6610,78888,78888,2140,2930,89688,8904,2564,88514,89206,8530,78308,88888,88682,6776,8912,89308,8544,7196,646,1184,8692,89468,89156,3002,88940,808,78786,6772,2938,89156,2412,532,89266,548,6992,910,89104,78950,78950,78404,79376,79270,78986,79264,79164,78514,79320,79536,78948,78856,78420,78580,78692,78790,78950,79007,78842,79374,78786,79008,79434,79006,78676,78908,79112,55644,3150,2672,1066,964,2884,55648,56744,1020,2828,2836,3260,918,78998,72868,1118,0,712,2522,1130,3370,2730,55534,55432,56374,55482,55380,55712,56736,2938,1062,744,698,2742,2608,3048,2782,55546,55602,55602,2884,536,3214,1130,55166,55538,55386,72344,78942,79154,78584,78786,72866,72978,78888,3104,1176,2250,744,1338,57066,1120,2828,2674,1074,56570,54526,54692,55806,72922,78888,72656,79150,78566,72758,72766,73186,72604,79316,78786,78514,78840,1074,2836,910,78786,78676,73076,72766,646,78526,78786,78526,55550,330,808,218,2246,56846,56956
"104",87686,87224,87848,89576,87704,87906,87152,87372,88936,87806,87208,87114,88568,89368,87648,89266,88786,87154,9332,6820,6772,78998,79108,2742,3370,89358,9014,2726,89116,88986,8802,78580,88940,88404,6938,8802,89418,8266,7086,808,854,8912,89468,89156,2562,89050,698,78896,6992,2938,89266,2742,862,88884,386,6552,1130,88664,78458,78510,79006,79266,79160,79316,79154,79164,78786,79210,79426,79168,78688,78692,78360,78310,78622,78510,78842,79224,79044,78624,78898,78994,78948,78896,78688,78892,55754,3260,2892,1286,1074,3104,55978,56634,1020,3158,2506,3040,756,78998,72978,1448,712,0,2360,1240,2930,2562,55644,55762,56212,55702,55380,55602,57066,2828,1392,1184,918,2140,3158,2828,2730,55494,55550,55712,2994,1028,2884,1020,55334,55978,55224,72726,78942,79154,78306,78514,73086,72868,79218,2994,1286,2632,1184,1008,56516,1230,3158,2506,854,56900,55128,55184,56026,72922,78998,72604,79260,79006,73088,72714,73076,72766,79096,78514,78896,78568,854,2454,1130,78514,78786,73296,72876,808,78746,78844,78526,55712,492,808,768,2414,57066,56846
"105",85822,85084,85930,87602,85454,85822,85564,85564,87182,85666,85454,85250,86760,87338,85398,87126,86866,85510,7192,8904,8802,77024,76968,658,1176,87660,7040,808,87032,87288,6718,76552,86800,86706,8856,6938,87444,6568,9060,2672,2884,6608,87550,87292,698,86856,2672,76702,8912,1130,87236,658,2782,87020,2414,8912,2994,87076,76760,76812,76756,77347,77351,77232,77236,77079,76758,77180,77232,77084,76714,76607,76552,76667,76978,76812,76812,77140,77180,76650,76758,77296,76974,76978,77045,77084,57562,1230,808,3150,2992,800,57788,58608,2884,1018,698,900,2730,76694,70894,3036,2522,2360,0,2994,1066,752,57342,57572,58076,57620,57300,57356,58820,798,3312,2884,2726,496,1020,1130,646,57414,57414,57686,1020,2782,1020,3104,57142,57622,57032,70476,77024,77070,76386,76540,70948,70948,76914,1074,2874,492,2994,3312,58764,3150,1130,808,2882,58930,56828,56828,57890,71002,76858,70354,77122,76812,70894,70740,71102,70682,77066,76650,76866,76650,2774,646,3104,76704,76536,70936,70792,2782,76606,76704,76662,57520,2632,2616,2466,496,58874,58930
"106",87740,87586,87588,89094,87742,87626,88068,87848,89468,87738,87688,87640,89368,89010,87686,89362,89368,87906,8962,6460,7358,78944,79040,2938,2980,89414,8960,3312,89312,89044,9224,78888,89198,89262,6976,9004,89032,9124,7140,1172,1062,8952,89414,89416,3094,89032,1230,78878,6814,3146,89304,2666,1124,89578,1130,7144,958,89256,79206,79102,79154,78986,78802,78890,78990,78876,79372,79100,79150,79260,79214,78944,78836,79110,79374,79154,78880,79368,78988,79260,78936,79374,79370,79100,79164,79426,55108,2926,2984,1006,748,2932,55126,56726,386,2306,3208,3036,952,78364,72454,748,1130,1240,2994,0,3090,3422,55328,54854,56900,55478,55274,55694,56722,2942,692,386,1014,3048,2942,2526,2984,55912,55856,55642,3042,1062,2776,330,55864,55596,55806,72758,78992,78984,79108,79370,72180,72510,78198,2722,956,2994,1014,966,56488,952,2666,3370,552,56738,55436,55270,55104,72816,78474,73296,78670,78936,72454,72968,72870,73078,78836,79260,79154,79154,552,3150,958,79374,79102,72760,72806,1120,78616,78986,78890,55802,1130,1066,968,3104,55992,56046
"107",85188,85768,85348,87074,85780,85196,85556,85776,87066,85458,85546,85602,87550,87440,85724,87660,87330,85284,7098,8670,9014,77010,76760,1340,550,86972,7026,1020,87714,87220,7302,77180,87276,87224,9442,6822,86920,7086,8426,3048,2400,7030,87082,87384,472,86960,2666,76806,9280,646,87452,1178,3260,87326,3150,8950,2776,87114,77024,76960,77452,76336,77180,77026,76768,76706,77190,76548,76708,77188,77176,77236,77018,77292,77122,76752,76808,77406,76326,76968,76864,77024,77448,77028,77346,77024,57036,606,912,2414,2792,802,57944,58712,3094,1234,956,166,3158,76904,71104,2942,3370,2930,1066,3090,0,800,57036,57724,58810,56886,57358,57460,58500,488,2840,3146,3260,1010,1078,1066,1282,57788,57732,57888,802,3158,582,2980,58000,57420,57682,71270,76862,76334,76850,76858,71108,71050,77120,968,2572,1286,3052,2454,58646,2360,1282,1008,2988,58972,57676,57620,57362,70692,77176,71004,76650,77234,71104,71376,70676,71046,76862,76968,77342,77122,2820,1228,2886,77122,77070,70630,70994,3146,77238,77244,76962,57788,3150,2722,3208,1286,59082,58916
"108",85874,85292,85612,87504,85304,85886,84922,85142,86812,85406,85344,85238,87182,87384,85248,87346,86854,85030,7360,9002,8270,76914,76708,756,1130,87602,6930,276,87130,87178,6776,76760,86748,86694,8804,6458,87606,6556,9002,2470,2624,6938,87712,87072,328,86816,2302,76662,8912,650,87086,918,3002,87072,2616,8692,3104,86856,76552,76702,76704,77136,77336,77400,77398,76874,76556,77232,77504,76824,76812,76760,76812,76924,76596,76442,76552,76718,77122,76442,76608,77186,76922,76608,77140,76604,57464,1184,548,2994,3362,1130,58164,58458,3260,1278,698,854,2742,77180,71270,3314,2730,2562,752,3422,800,0,57244,58000,58608,57354,57260,57316,58780,948,3104,3422,2946,698,870,1176,808,57426,57426,57576,910,2470,650,3092,57524,58212,57154,70794,76914,76914,76374,76332,71428,71104,77452,814,3256,590,3104,2884,58700,3104,1130,316,3142,58820,57256,57256,57682,71262,77286,70366,77134,76922,71160,71012,70940,70630,77124,76552,76594,76812,3040,808,2994,76536,76646,71058,70902,2510,76866,76606,76702,57208,2510,2466,2836,808,59082,59138
"109",73574,73944,73048,68686,73464,73362,73846,73846,69158,73252,73730,74110,69528,68992,73408,69258,69582,73630,63420,61238,61346,45534,45322,57618,56926,69268,63102,57300,69528,68996,63476,46180,69204,69312,61666,63268,69052,63638,61074,55326,55062,63314,69158,69314,57248,68942,55054,45700,61450,57036,69212,57456,55430,69586,55588,61560,55540,69208,45972,45856,45852,45765,45973,45908,45756,45653,45808,45810,45862,45862,46342,46235,45908,46347,46184,45700,45810,46080,45810,45752,45756,46128,46180,45756,46401,45862,440,57090,57138,54952,55328,57294,1346,2268,55164,57192,57294,56870,55546,45480,39570,55426,55534,55644,57342,55328,57036,57244,0,1074,2638,590,748,1126,2166,56972,54802,55218,55374,57728,57138,57358,57456,1508,1508,1392,57294,55326,57358,55218,1282,1236,1016,40104,45746,45268,46014,45642,39790,39624,45644,57302,55108,57452,55320,54912,2212,55172,57192,57456,55218,2212,1228,1228,548,39734,45478,39456,45228,45746,39460,40108,39668,39998,45742,45862,45962,46128,55164,57566,55430,45962,45470,39042,39946,55482,45852,45806,45908,1452,55644,55218,55316,57618,2156,2322
"110",73840,73630,73576,68830,73676,73616,73836,73726,69314,73562,73678,73740,69212,68690,73620,69152,69268,73896,63320,61094,61990,45916,45956,57352,57614,69258,63484,57944,68938,68668,63748,45858,69098,68996,61774,63748,68878,63646,61774,55916,55584,63476,69038,69152,57728,68768,55864,45850,61556,57558,69094,57300,55426,69314,55598,61776,55372,69100,46286,46072,46180,46178,45884,45752,46070,46012,46232,46016,46232,46232,46296,45860,45916,46190,46346,46124,46071,46670,46180,46452,46072,46344,46452,46070,46244,46396,854,57504,57508,55530,55326,57456,272,2638,55130,56884,57730,57614,55806,45446,39426,55326,55432,55762,57572,54854,57724,58000,1074,0,2592,1224,1074,1172,2304,57520,55214,54688,55592,57792,57244,56938,57728,1278,1334,1340,57566,55916,57520,55074,1066,854,1338,39784,46072,46066,46134,46452,39150,39426,45280,57520,55644,57462,55536,55490,2234,55474,57188,57892,55240,2208,906,1072,802,39842,45390,40322,45530,46018,39426,40050,39952,40050,45862,46232,46180,46014,55074,57782,55592,46290,46128,39676,39888,55864,45862,46232,45862,1444,55542,55534,55326,57406,1958,2068
"111",75136,74730,75300,70882,75100,75246,74824,75044,70462,75422,74878,74564,70206,70510,75044,70628,70148,74934,65048,62700,62544,46996,47492,58402,58920,70886,64564,58498,70312,70404,64462,46800,70302,70042,62874,64572,70724,64368,63076,56578,56736,64352,70886,70352,58442,70356,56468,47114,62874,58710,70628,58512,56634,70080,56102,62654,56790,70302,46898,47060,47060,47484,47598,47424,47704,47328,47006,47264,47644,47496,46906,46746,46910,46860,46950,47060,47006,47332,47262,46732,47172,47544,47386,47226,47238,47332,2748,59086,58772,57166,57010,58544,2808,972,56900,58874,58498,58976,56636,47106,41086,57054,56374,56212,58076,56900,58810,58608,2638,2592,0,2806,2540,2540,964,58874,57164,56736,56744,58130,58820,58710,58610,2434,2488,2760,58984,56688,58654,56790,2218,2586,2328,40890,47382,47482,46690,46732,41196,41252,47216,59040,57002,58348,56846,56888,1020,57002,59040,58608,56680,1130,1848,1792,2964,41306,47162,40878,47370,47114,41306,41042,41514,41094,47590,47062,47280,46678,56626,58666,57010,46788,47060,41460,40984,56798,47020,47118,46634,2706,56264,56524,56374,58296,1240,1184
"112",73424,73782,73418,69056,73354,73212,73846,73736,69378,73252,74002,73948,69366,69420,73298,69200,69420,73740,63212,61608,61456,46014,45322,57456,56776,69008,63582,57410,69366,69366,63748,46018,69146,69480,61608,63268,68792,63806,60924,55436,55282,63586,69008,69476,57358,68942,55384,45700,61392,57146,69212,57184,55482,69638,55646,61502,55164,69150,45972,46128,46014,45230,46074,45700,45606,45488,46028,45660,45822,45862,46510,46128,45746,46020,46236,45920,45755,46080,45440,45862,45866,46192,46452,45646,46074,46082,370,56830,57138,54692,54848,57358,1444,2378,55592,57348,57676,56720,55436,46018,39998,55108,55482,55702,57620,55478,56886,57354,590,1224,2806,0,968,1346,2056,56822,55062,55478,55316,57566,57138,57676,57618,1398,1178,1224,57028,55326,57248,55478,1334,976,1236,39832,45480,45228,46072,45972,39946,39832,45794,57082,55068,57510,55274,55172,2530,54802,57232,57618,55484,2252,1176,1286,698,39364,45958,39786,45598,45688,39778,39940,39570,39940,45754,45752,45684,46290,55702,57618,54944,46014,45852,39412,39888,55534,45690,45696,45966,1232,55702,55218,55264,57346,2306,2362
"113",73778,73902,73684,69158,73370,73354,73530,73310,68898,73370,73574,74012,69264,69212,73314,69048,69540,73370,63102,61404,61250,46018,45440,57520,57138,69416,63586,57204,69430,69204,63320,45806,69214,69048,61346,63228,69036,63374,61498,55066,55068,63268,69306,69378,57098,68682,55014,45440,61238,57152,68788,57358,55108,69540,55656,61348,55588,68996,45656,45644,45752,45922,46028,45534,45684,45606,45492,46180,46176,45712,46244,46028,45644,45918,46028,45384,45606,45820,46124,45712,45442,46120,46024,45440,45972,45766,968,57138,56988,55274,55482,57452,1234,1788,54888,57248,57082,57248,55066,45534,39514,55218,55380,55380,57300,55274,57358,57260,748,1074,2540,968,0,976,2118,57456,55218,55218,55164,57520,56720,57246,57300,1082,1248,1236,57452,55066,56996,55494,1072,1444,592,39952,45958,45700,45972,45602,39624,39624,45700,56666,55258,57520,55312,55384,2212,55218,57510,57464,55274,2530,964,910,1020,39778,45590,39472,45754,45700,39514,39842,39624,39842,45534,45492,45972,46026,55162,57134,55588,46082,45590,39570,39680,55326,45700,45602,45920,1138,55600,55124,55274,57464,2268,2158
"114",73458,73092,73362,68614,72890,73250,72996,72996,68142,72882,72818,73146,68730,69046,72834,68678,68730,72724,63912,61714,61472,46132,45708,57520,57680,68988,63700,57426,68674,68996,63540,46028,68836,68836,61622,63118,69148,63486,61714,55286,55172,63268,68878,68512,56988,68248,55124,45330,61460,57366,68308,57358,55550,68674,55602,61570,55596,68894,45768,45756,46138,46189,46609,46288,46232,45819,45824,46232,46172,45712,46024,46029,45866,46305,46138,45496,45552,46150,46230,45822,45498,46240,46024,45772,46359,45768,1236,57626,56988,55486,55856,57460,904,2008,55752,57830,57414,57406,55286,45958,40158,55808,55712,55602,57356,55694,57460,57316,1126,1172,2540,1346,976,0,2220,57720,55652,55860,55550,57630,57476,57782,57410,548,492,700,57570,55396,57310,55804,1134,1006,764,39898,46078,45802,45918,45712,40152,40214,46230,57476,55750,57466,55762,55706,2802,55652,57626,57576,55966,2756,1186,1130,1018,40372,46286,39638,45858,45920,40158,39952,40048,39842,46014,45712,46138,45918,55698,57576,55706,46138,45756,39948,39790,55546,45866,45768,45810,548,55602,55070,55550,57686,2854,2908
"115",75148,75202,75048,70190,74780,74716,74996,74886,70362,74458,75038,75256,70840,70834,74724,70568,70840,74944,64724,62962,62826,47368,46528,58544,58390,70678,64936,58780,70454,70556,64784,47162,70514,70624,62866,64472,70186,64950,62758,56640,56212,64512,70458,70512,58452,69816,56588,46574,62704,58186,70198,58492,56574,70674,56846,62924,56616,70572,47122,47220,47272,46954,47700,47100,47166,46584,47068,47056,47216,46956,47488,47108,47220,47494,47382,46960,46851,47394,47164,47176,46852,47700,47488,46906,47548,47232,1946,58336,58232,56306,56574,58700,2472,542,56894,58756,58878,58446,56530,47210,41190,56730,56736,57066,58820,56722,58500,58780,2166,2304,964,2056,2118,2220,0,58768,56362,56668,56684,58984,58288,58814,58764,2438,2382,2700,58810,56640,58452,56942,2482,2370,2442,41032,47428,46842,47382,47176,41078,41246,47148,58508,56684,58710,56892,56526,1234,56362,58752,59040,57112,952,2210,2264,2162,41090,47314,41102,46678,47054,41190,41086,41300,41086,47266,46956,47272,47162,56950,58930,56836,47382,47220,40768,40924,56900,47110,47012,47054,2548,56846,56314,56574,58710,1062,1116
"116",85354,85500,85560,87232,85708,85354,85870,85870,87436,85394,85708,85666,87228,87176,85652,87490,87282,85654,6932,8742,9218,77070,76696,964,598,87082,7086,1224,87338,87334,7244,76968,87216,87122,9272,7082,86866,6984,8262,3198,2832,7082,86972,87436,952,87220,2926,77066,9056,858,87490,802,3146,87598,2882,9056,2832,87220,77338,77066,77172,76769,76969,76972,76658,77027,77284,76712,76764,77228,77240,77133,76696,77135,77284,77066,77176,77556,76602,77228,77122,77134,77390,77012,77189,77228,57192,652,952,2462,2414,858,57736,58862,2832,746,1062,322,3308,76752,70842,2886,2938,2828,798,2942,488,948,56972,57520,58874,56822,57456,57720,58768,0,2832,2942,3090,964,1066,968,1114,57992,57992,57720,638,3198,1066,2832,57830,57264,57720,71002,76642,76382,76802,77118,70896,70676,76972,1010,2516,798,2832,2832,58492,2572,1066,1004,2830,58756,57464,57464,57410,70314,76806,70932,76862,77066,70732,71318,70512,71098,76696,77118,77062,77338,2832,1114,2722,77062,76790,70786,71046,2978,76750,77172,76806,57936,2938,2870,2720,854,58602,58658
"117",87698,88014,87116,88624,87534,87156,87694,87474,89316,87212,87744,88124,89630,89206,87478,89472,89796,87754,9060,7042,7094,78780,78514,2982,2400,89260,8796,3048,89356,88878,9170,79040,89418,89414,7086,8852,88770,9276,6878,1130,700,9008,89040,89252,3052,88990,968,78836,6758,2454,88986,2930,958,89634,1118,7198,1014,89310,79052,79046,78934,78846,79164,79044,78726,78680,78998,78892,79108,78998,79588,79152,79098,79372,79320,78890,78892,79216,79056,79108,78838,79318,79426,78616,79426,79052,54912,2400,2722,536,858,2988,55486,56574,858,2502,3152,2730,910,78946,72816,1176,1062,1392,3312,692,2840,3104,54802,55214,57164,55062,55218,55652,56362,2832,0,746,1124,3422,2666,2776,2930,55648,55924,55698,2988,910,3052,802,55754,55652,55598,73186,78936,78514,79426,79108,72540,72816,78890,2832,858,2982,738,496,56904,480,2610,3204,1078,56462,55588,55534,54744,72706,78780,72978,78198,78992,72816,73134,73024,73244,79044,79108,79154,79098,1022,3094,1014,79154,78992,72454,72862,1066,78824,78778,78934,55814,1062,858,956,3036,56408,56628
"118",87796,87696,87532,89150,87632,87572,87902,87792,89634,87738,87854,87806,89422,88790,87576,89252,89478,87962,8632,6516,7302,78780,79040,2884,2926,89578,8796,3256,89258,88988,9060,78832,89308,89316,7306,9280,89198,9178,7196,1228,1116,8788,89358,89472,3150,89088,1176,78934,7088,3090,89414,2832,738,89524,1130,7198,794,89310,79370,79156,79044,79152,78858,78616,79154,79096,79096,79100,79316,79316,79380,78944,78890,79164,79320,79208,79155,79534,79154,79316,79156,79428,79536,79044,79218,79480,55108,3036,3040,1062,858,2768,54960,57002,442,2416,3042,3036,1338,78310,72290,638,744,1184,2884,386,3146,3422,55218,54688,56736,55478,55218,55860,56668,2942,746,0,904,3214,2556,2470,3260,55856,55912,55918,2988,1228,2942,606,55534,55322,55806,72868,79046,79150,79108,79316,72234,72400,78144,2942,956,2994,848,912,56488,896,2720,3314,552,56462,55050,55216,55490,72816,78254,73186,78614,78882,72290,73134,72926,73024,78946,79206,79154,79098,386,3204,1014,79264,78992,72540,72862,1286,78946,79316,78946,56022,1074,956,638,2828,56322,56322
