"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178"
"72",24,30,22,24,24,24,30,30,32,24,32,32,34,14,8,30,32,26,32,14,30,24,30,26,28,32,34,36,30,30,24,24,24,14,28,34,24,36,28,32,24,30,22,26,24,34,30,28,28,48,32,26,30,28,28,32,48,30,34,38,36,36,30,34,34,2,20,24,30,30,30,0,12,32,24,28,22,32,24,26,46,42,38,28,40,42,22,42,30,30,38,46,46,26,34,20,44,40,32,22,34,36,30,14,40,28,32,16,16,26,22,8,40,24,20,30,34,26,36,36,46,26,32,32,34,32,20,44,38,38,36,32,34,42,2,34,24,40,38,10,18,18,38,14,38,16,18,8,32,16,18,30,8,20,36,46,44,24,26,40,28,22,34,44,30,36,12,30,6,38,32,14,32,22,36,10,42,44
"73",30,24,30,28,26,24,30,28,26,26,28,28,28,26,32,32,36,26,28,26,26,30,26,28,38,26,28,22,26,22,28,30,26,24,30,28,24,30,24,26,28,38,34,28,28,32,30,26,32,32,30,26,8,30,32,26,28,36,30,26,26,20,30,38,30,34,30,30,38,10,34,12,0,24,28,28,26,16,30,28,44,40,36,32,42,42,22,40,32,28,38,42,44,28,20,24,40,44,40,30,28,22,26,46,26,22,26,20,14,10,46,38,34,30,20,42,12,32,48,30,32,24,34,28,36,34,16,14,4,32,40,32,24,30,34,38,24,38,28,38,6,14,32,34,14,12,38,36,42,34,30,26,26,30,38,44,44,24,42,26,28,32,24,40,26,42,10,14,36,42,28,10,26,34,34,12,42,24
"74",28,28,26,32,28,32,28,30,26,26,22,26,24,36,24,24,26,28,30,30,24,28,26,26,26,32,32,30,30,34,26,30,10,14,26,26,22,30,8,26,30,26,26,24,34,30,34,26,24,22,24,24,8,30,40,30,34,28,30,18,26,20,28,30,36,24,34,24,48,30,22,32,24,0,36,20,20,18,32,32,40,40,24,22,36,46,24,40,36,36,34,42,44,26,16,36,46,42,42,18,28,6,22,16,36,18,28,14,38,20,26,20,40,40,34,26,36,22,2,38,46,30,32,28,36,42,42,6,12,38,18,38,36,36,26,36,44,38,32,16,14,30,26,34,34,26,36,20,42,10,42,20,36,42,32,44,40,14,10,44,28,32,32,42,32,42,30,22,34,44,40,18,30,26,34,32,44,8
"75",30,34,48,32,36,36,36,38,36,32,32,18,24,30,30,30,30,24,30,28,26,26,30,28,24,24,28,28,28,24,32,32,36,28,28,26,26,30,26,28,38,28,28,20,24,22,28,30,24,24,28,28,24,30,24,24,26,38,34,28,26,32,30,24,32,32,30,28,6,30,32,24,28,36,0,24,14,18,38,14,44,44,34,38,44,46,26,34,26,18,36,46,42,22,24,24,48,44,42,22,28,12,32,12,22,16,38,4,28,16,40,18,38,8,32,28,16,26,2,32,28,32,30,32,30,36,14,34,22,32,24,22,26,34,36,42,44,36,40,26,12,24,14,32,12,28,36,4,44,24,8,24,28,28,22,38,24,34,30,24,28,26,36,42,28,42,24,24,8,40,32,44,24,28,34,24,42,24
"76",30,26,28,18,30,38,30,34,30,30,38,10,34,12,28,26,24,32,26,32,28,30,26,26,20,26,24,36,22,22,24,28,30,30,26,28,26,26,26,32,32,30,30,34,28,28,8,14,24,28,20,30,10,24,30,24,26,22,34,28,34,24,26,22,24,24,10,30,40,30,34,28,28,20,24,0,26,26,34,36,48,42,30,16,38,48,28,38,26,18,24,42,34,26,42,38,46,42,36,28,24,6,32,26,34,22,34,30,26,14,24,14,46,12,28,26,12,38,30,38,38,32,14,18,36,38,8,36,36,34,22,30,32,32,32,38,28,36,48,14,8,32,40,32,38,36,36,18,32,8,24,24,46,20,20,44,20,12,24,26,34,34,40,42,30,36,30,36,38,38,42,36,34,38,26,38,40,24
"77",20,28,30,36,26,34,22,48,30,20,32,22,30,34,48,32,36,36,36,38,36,32,32,6,40,12,40,12,6,12,38,8,8,40,38,6,12,20,22,22,18,26,28,36,22,22,20,32,14,10,24,38,24,24,18,24,32,22,24,18,34,28,28,12,36,20,24,26,34,34,14,22,26,20,14,26,0,16,18,20,44,44,24,36,40,44,30,36,22,26,22,36,36,24,22,12,42,42,36,28,18,8,42,22,32,28,26,40,26,16,24,42,42,10,24,22,20,6,16,38,46,28,40,28,32,18,34,10,20,40,38,34,38,24,34,38,24,36,34,6,10,24,38,34,26,20,36,34,42,18,28,30,46,14,32,44,24,32,26,30,30,20,34,28,30,40,26,24,42,40,16,28,34,24,38,24,40,10
"78",26,28,14,22,30,30,22,18,36,16,16,22,28,18,34,22,28,24,26,34,26,34,28,18,26,14,32,22,28,24,22,18,22,16,36,34,38,20,20,16,20,22,18,14,18,16,16,14,32,30,16,20,34,18,22,24,30,18,28,30,30,26,12,18,16,14,16,32,22,34,8,32,16,18,18,26,16,0,28,22,48,44,24,18,44,34,42,10,18,38,28,42,38,36,24,32,44,42,44,24,20,22,32,28,28,20,24,14,30,14,20,32,40,36,36,22,38,16,32,38,44,32,28,24,26,18,36,16,10,40,40,36,48,32,32,36,46,38,38,8,6,26,14,30,24,24,32,10,42,14,36,18,40,18,28,42,40,12,26,32,36,22,38,28,30,38,28,14,38,38,28,38,10,40,38,40,24,44
"79",38,14,32,12,28,30,14,30,14,16,34,14,34,10,40,30,18,32,20,28,34,40,30,34,34,34,36,34,32,30,38,6,38,12,6,8,34,12,12,36,34,12,18,20,26,22,24,26,28,30,26,26,24,36,14,14,28,32,28,28,24,30,36,26,28,24,34,34,32,16,36,24,30,32,38,34,18,28,0,22,46,32,30,38,42,38,34,38,16,28,22,34,36,34,26,22,42,44,44,34,28,38,24,32,34,22,38,18,30,34,36,34,40,26,28,24,6,18,30,40,40,42,44,30,38,36,4,26,16,44,36,30,34,30,36,38,28,36,38,34,36,22,32,32,30,34,4,26,36,28,10,20,46,20,26,18,24,36,22,32,24,34,36,40,32,22,24,12,36,44,30,30,30,20,38,40,26,24
"80",30,20,20,30,26,22,18,28,30,26,28,22,36,16,20,26,34,18,38,22,28,24,26,34,30,32,32,22,32,20,26,28,28,24,22,22,22,22,36,38,32,26,26,22,24,22,18,18,18,20,20,18,28,26,20,20,28,22,28,30,30,24,32,36,28,30,18,18,22,18,22,26,28,32,14,36,20,22,22,0,44,44,26,34,42,40,18,10,12,26,28,40,38,36,32,24,44,40,44,28,16,14,38,30,24,22,28,34,40,32,38,18,40,28,34,22,28,14,26,38,28,30,26,24,32,40,16,40,8,30,42,20,38,26,40,32,28,36,38,26,34,34,24,32,14,16,42,8,42,26,16,42,40,36,26,22,34,26,18,30,38,26,36,42,42,28,36,12,38,22,32,36,24,48,34,30,28,30
"81",30,20,38,14,36,16,34,34,20,34,18,16,38,18,34,16,36,28,24,26,26,22,28,36,24,28,32,30,30,34,30,28,36,2,40,42,36,16,38,38,6,18,38,46,46,44,46,42,46,48,44,38,46,46,44,48,46,40,44,40,38,40,42,42,44,40,44,42,44,44,44,46,44,40,44,48,44,48,46,44,0,48,28,26,46,40,38,12,18,30,32,34,36,26,32,24,32,42,44,28,14,28,28,32,26,22,26,22,40,26,44,28,42,28,32,24,10,12,30,40,20,36,26,26,34,20,26,24,16,20,32,8,34,28,36,32,38,32,38,34,16,32,16,32,16,38,24,16,38,30,14,32,46,42,32,36,32,26,38,32,28,36,38,22,32,20,30,8,36,40,32,40,26,32,36,40,30,26
"82",44,42,44,42,40,42,36,44,38,40,44,42,42,46,44,40,48,48,48,44,46,44,46,32,42,40,42,44,40,40,38,40,44,48,46,44,42,46,46,36,40,40,40,42,42,48,46,46,46,46,46,38,38,42,48,40,44,42,32,34,42,44,44,38,38,46,48,46,46,44,40,42,40,40,44,42,44,44,32,44,48,0,20,36,44,40,22,40,12,36,28,38,36,26,28,26,42,44,42,30,26,20,32,32,36,32,32,36,16,14,8,40,40,28,30,22,14,16,34,40,28,28,28,20,32,42,38,16,26,34,40,18,34,32,40,30,36,38,32,24,10,10,14,20,36,34,36,14,38,28,32,32,46,10,24,22,34,32,16,42,34,24,36,44,36,22,6,24,42,40,2,52,32,20,38,32,8,26
"83",42,44,42,42,40,46,42,42,42,46,46,48,44,34,38,40,40,40,40,38,34,40,38,44,44,46,50,38,38,36,6,12,2,36,6,6,34,36,6,24,26,30,28,28,32,34,36,26,32,30,38,20,20,28,36,28,28,30,36,36,32,28,30,34,38,38,22,38,30,34,38,38,36,24,34,30,24,24,30,26,28,20,0,20,40,40,36,38,14,34,36,44,34,20,24,18,40,44,36,32,34,34,20,40,28,30,28,34,30,36,28,20,40,28,30,38,10,20,40,42,40,36,30,22,38,26,20,18,40,32,26,46,36,30,36,46,28,36,40,22,38,26,38,18,20,40,40,28,28,18,30,28,52,28,26,38,34,10,32,30,36,50,34,44,30,22,24,36,18,38,26,38,6,34,14,36,24,30
"84",34,36,30,32,26,30,18,26,32,34,24,38,28,28,30,32,34,32,38,38,24,38,22,32,28,28,30,28,28,28,28,38,40,30,30,30,24,26,24,24,24,24,26,26,24,32,30,14,26,32,26,28,32,32,30,38,38,34,36,24,24,28,24,28,30,28,36,16,38,26,28,28,32,22,38,16,36,18,38,34,26,36,20,0,48,38,28,12,14,30,16,42,36,20,26,38,42,42,44,34,12,10,14,32,40,30,30,36,28,16,44,22,40,36,36,32,26,34,36,38,34,30,30,32,32,36,16,14,6,32,38,36,32,32,22,28,32,24,38,26,8,22,14,38,42,34,36,24,40,18,32,24,46,32,26,30,34,12,14,36,32,34,34,36,14,22,24,18,38,40,40,42,28,22,34,40,6,34
"85",18,38,24,40,22,34,34,30,32,30,28,32,34,28,22,38,36,36,40,34,32,40,42,36,16,38,38,4,18,38,46,46,44,46,42,46,48,44,38,46,46,44,48,46,40,44,40,38,40,42,42,44,40,44,42,44,44,44,46,44,40,44,48,44,48,46,44,44,42,44,42,40,42,36,44,38,40,44,42,42,46,44,40,48,0,34,22,18,12,26,38,40,38,22,34,16,44,44,38,28,8,12,10,24,26,22,38,40,26,24,10,8,26,38,38,32,26,18,28,38,38,32,30,32,34,36,18,18,22,20,18,28,36,30,40,28,24,38,24,18,20,24,28,32,22,30,38,30,44,22,32,22,46,44,26,32,50,30,34,28,38,24,2,34,32,36,26,28,36,38,22,36,6,30,20,40,40,14
"86",48,48,44,46,44,46,32,42,40,42,44,40,40,38,40,44,48,46,44,42,46,46,36,40,40,40,42,42,48,46,46,46,46,46,38,38,42,48,40,44,42,32,34,42,44,44,38,38,46,48,46,46,44,40,42,40,40,44,42,44,44,32,44,48,42,44,42,42,40,46,42,42,42,46,46,48,44,34,38,40,40,40,40,38,34,0,24,14,30,30,24,44,42,22,34,32,40,44,40,40,32,10,8,24,48,34,28,38,28,38,44,16,38,12,34,30,34,20,28,38,26,38,30,24,16,36,14,32,26,28,30,36,34,30,32,34,46,40,18,30,34,28,14,14,38,30,38,30,38,20,28,4,46,14,22,32,34,24,24,34,26,34,38,44,26,34,30,24,34,36,34,36,40,36,36,38,36,14
"87",40,38,44,44,46,50,38,38,6,4,40,4,6,38,40,6,24,20,26,22,28,26,28,40,26,26,24,36,14,18,26,40,28,26,30,36,32,30,26,30,28,38,34,20,32,24,34,38,32,30,18,34,24,18,24,26,20,32,20,34,30,34,32,20,24,12,22,32,34,18,34,22,22,24,26,28,30,42,34,18,38,22,36,28,22,24,0,22,28,32,26,42,40,20,34,14,38,42,42,34,30,32,8,10,36,30,36,4,16,32,24,12,14,28,32,30,30,24,10,48,34,28,40,32,34,28,16,44,38,30,40,30,22,32,32,38,34,36,12,42,28,8,4,36,38,32,38,22,42,36,30,6,46,18,20,34,40,38,22,32,24,26,38,46,32,26,2,34,36,2,20,38,36,38,38,38,24,26
"88",22,22,22,28,32,34,34,30,30,24,20,18,18,24,18,20,20,18,34,32,12,20,36,26,28,32,26,30,38,38,38,36,24,18,28,20,28,34,28,40,16,38,24,24,24,32,16,32,10,34,14,36,34,26,34,14,12,32,24,34,22,38,38,30,36,30,32,36,38,32,26,42,40,40,34,38,36,10,38,10,12,40,38,12,18,14,22,0,18,38,26,40,42,22,18,34,38,40,40,20,32,24,8,32,26,36,34,12,14,24,46,8,14,26,26,32,22,36,32,48,28,30,28,26,36,32,30,6,8,24,42,34,38,36,34,40,28,34,22,30,18,28,6,42,28,30,40,16,38,32,38,6,46,16,34,30,30,22,32,30,36,30,38,40,30,22,26,6,34,44,34,36,24,32,34,40,38,4
"89",16,24,20,22,34,26,20,18,34,8,12,26,36,28,26,24,30,32,24,26,24,28,34,28,14,30,18,30,32,32,28,12,28,24,14,20,26,20,26,18,28,24,30,28,16,30,10,16,26,34,12,34,16,22,18,20,28,28,36,28,16,32,20,30,28,22,18,16,16,16,22,30,32,36,26,26,22,18,16,12,18,12,14,14,12,30,28,18,0,36,32,44,46,20,38,28,38,42,42,32,32,30,14,38,36,34,30,10,16,20,44,8,30,28,24,38,22,30,38,36,28,38,34,28,38,42,42,26,14,34,34,38,44,30,34,20,26,32,26,28,26,4,30,36,40,36,44,24,38,32,34,8,42,38,26,30,30,46,14,38,32,36,38,32,32,38,6,8,32,28,16,36,38,36,34,40,26,10
"90",14,32,22,28,30,24,24,32,36,32,30,18,12,22,14,22,30,28,36,14,36,18,18,18,30,14,32,8,34,12,32,34,20,32,12,10,32,18,28,16,40,32,24,30,26,26,32,40,28,32,36,34,34,28,34,32,36,4,6,34,36,6,24,24,28,26,28,30,32,38,26,30,28,36,18,18,26,38,28,26,30,36,34,30,26,30,32,38,36,0,20,48,36,20,26,22,42,42,42,16,24,26,34,36,28,28,38,34,40,30,40,40,22,26,24,34,26,12,36,42,50,30,26,28,30,38,8,28,12,28,20,54,34,24,24,20,26,36,32,30,28,38,22,34,30,26,36,20,38,28,12,6,46,28,24,28,34,38,16,28,34,40,34,42,38,26,42,4,6,40,30,36,26,36,46,40,34,28
"91",20,36,28,34,38,36,34,22,34,28,22,24,28,24,30,20,34,34,30,32,24,28,16,24,32,34,22,36,26,26,28,30,32,30,38,36,22,38,22,34,28,26,28,26,26,26,28,36,38,32,30,30,24,24,22,22,24,22,24,24,22,30,28,12,24,34,26,28,32,30,30,38,38,34,36,24,22,28,22,28,32,28,36,16,38,24,26,26,32,20,0,44,36,18,30,32,46,38,32,38,32,28,36,34,32,32,30,20,40,38,40,26,32,12,22,34,26,40,36,46,24,44,36,28,26,44,24,40,34,40,18,36,32,34,30,26,28,40,30,32,38,36,34,38,36,28,42,38,38,24,28,6,46,24,34,26,38,28,34,30,30,32,32,44,28,32,36,32,42,42,22,42,34,36,34,34,40,44
"92",36,14,34,16,38,34,26,34,18,16,36,24,38,22,34,34,30,34,30,30,34,34,30,24,38,36,38,38,34,32,40,40,12,2,40,44,42,44,42,42,42,44,40,42,44,44,42,44,44,42,40,42,42,38,40,42,42,44,42,40,42,42,42,42,42,38,42,48,40,46,44,46,42,42,46,42,36,42,34,40,34,38,44,42,40,44,42,40,44,48,44,0,2,34,34,16,46,40,44,22,34,24,38,26,34,38,42,18,36,24,42,22,30,14,6,34,36,20,32,24,32,30,32,30,32,28,28,10,30,6,18,40,36,26,24,20,38,32,20,30,26,24,26,36,40,42,38,30,36,22,30,36,14,26,38,24,24,38,22,38,50,36,22,42,36,24,26,22,24,38,20,18,40,38,52,42,48,14
"93",44,42,40,44,32,40,38,42,42,40,36,42,42,40,44,44,40,40,42,44,36,38,38,40,42,40,44,44,42,44,44,44,34,34,44,44,36,44,44,32,32,40,42,42,36,36,44,44,44,44,42,36,44,38,40,42,40,42,42,32,44,46,40,44,42,40,40,44,40,42,40,46,44,44,42,34,36,38,36,38,36,36,34,36,38,42,40,42,46,36,36,2,0,32,34,18,42,42,46,28,14,34,28,32,38,40,34,16,38,22,40,20,32,12,34,32,36,10,36,28,34,48,32,42,34,18,38,16,30,36,42,38,42,24,30,22,46,38,20,32,16,38,26,42,38,32,12,28,38,26,32,34,10,30,36,36,24,30,42,32,34,38,24,44,24,18,38,28,36,38,22,24,48,36,40,40,36,16
"94",38,40,2,20,24,24,26,24,30,32,42,22,26,24,32,18,14,22,42,24,22,26,32,30,26,22,26,32,34,32,16,36,24,30,34,32,34,18,30,24,22,20,24,24,34,16,30,34,34,28,20,28,16,20,28,30,22,32,26,26,28,30,32,26,40,32,18,34,18,38,24,26,28,26,22,26,24,36,34,36,26,26,20,20,22,22,20,22,20,20,18,34,32,0,36,34,42,42,40,30,14,32,28,32,34,34,22,36,38,16,42,40,36,42,34,34,30,16,28,24,32,36,36,30,34,32,8,14,32,18,34,38,40,32,36,20,28,48,34,34,10,26,26,18,38,32,40,28,32,26,30,18,26,30,30,30,32,34,18,44,30,38,22,42,46,30,28,22,40,38,36,30,36,34,32,32,40,34
"95",8,24,38,22,24,28,30,26,34,34,36,32,20,22,24,18,24,36,24,38,12,34,20,22,22,28,16,36,14,30,12,34,30,22,30,14,16,32,20,38,18,38,36,26,38,26,34,38,38,34,28,40,40,42,38,36,34,38,40,2,20,26,26,28,24,32,34,42,20,28,26,34,20,16,24,42,22,24,26,32,32,28,24,26,34,34,34,18,38,26,30,34,34,36,0,18,44,44,44,28,8,4,28,24,36,34,34,30,38,16,34,34,36,38,42,38,26,34,32,44,28,30,26,36,32,28,14,34,28,26,28,38,32,32,32,36,40,30,26,28,12,34,22,36,38,38,36,24,40,26,10,2,24,42,34,30,22,38,44,28,32,38,24,40,22,40,34,26,34,40,32,20,40,32,42,8,34,34
"96",20,30,26,24,20,26,26,34,14,30,36,34,28,22,30,18,22,26,30,24,34,28,28,30,32,34,28,40,34,20,34,18,38,24,28,30,28,24,28,24,38,36,36,26,26,20,22,24,24,18,24,22,22,20,36,34,10,26,38,20,24,28,32,26,32,34,36,30,20,24,24,20,24,36,24,38,12,32,22,24,24,26,18,38,16,32,14,34,28,22,32,16,18,34,18,0,46,42,42,24,36,24,24,24,40,28,18,38,40,20,36,14,4,32,26,38,22,10,30,10,38,38,28,28,38,28,12,28,30,24,36,34,38,26,34,36,34,30,16,26,14,36,30,34,38,34,40,22,36,24,20,38,34,40,34,20,34,46,36,46,32,32,22,22,8,38,40,22,36,42,42,26,36,44,32,36,34,36
"97",40,18,38,36,26,38,26,34,38,38,34,28,40,40,42,40,36,34,14,38,46,44,44,44,42,44,46,42,38,46,46,44,46,46,40,42,40,38,40,42,42,44,40,44,40,44,44,44,44,44,40,44,48,42,48,46,44,42,42,44,40,38,42,36,42,36,40,44,40,40,46,44,40,46,48,46,42,44,42,44,32,42,40,42,44,40,38,38,38,42,46,46,42,42,44,46,0,40,40,28,20,24,22,30,40,22,36,18,50,32,36,38,8,38,24,34,24,26,26,22,30,32,36,18,46,18,34,28,34,30,24,36,42,36,30,28,36,28,42,44,28,46,38,32,38,32,38,26,28,42,12,14,26,20,42,20,38,36,24,36,32,36,24,44,24,38,48,34,36,44,28,34,36,28,40,44,36,34
"98",34,40,40,40,42,40,46,46,44,46,46,46,36,36,42,46,38,44,42,32,32,42,44,44,38,38,46,46,46,46,44,38,42,40,40,44,42,44,44,32,44,46,40,44,42,42,40,46,42,42,40,46,46,46,44,30,38,40,38,40,38,36,30,38,36,44,42,44,48,38,38,40,44,42,44,42,42,42,44,40,42,44,44,42,44,44,42,40,42,42,38,40,42,42,44,42,40,0,40,22,22,26,22,32,40,26,10,26,40,34,36,30,6,34,24,36,24,14,28,30,30,38,32,32,36,28,28,30,36,38,38,36,36,26,32,24,26,28,34,38,36,36,30,34,40,16,36,28,40,28,40,20,20,32,28,22,38,36,38,28,34,34,40,42,4,36,36,32,38,38,48,44,38,38,42,36,34,26
"99",42,42,42,42,42,38,42,48,40,46,44,46,42,42,46,42,36,42,34,40,34,38,44,42,40,44,42,40,44,48,44,44,42,40,44,32,40,38,42,42,40,36,42,42,40,44,44,40,40,42,44,36,38,38,40,42,40,44,44,42,44,44,44,34,34,44,44,36,44,44,32,32,40,42,42,36,36,44,44,44,44,42,36,44,38,40,42,40,42,42,32,44,46,40,44,42,40,40,0,38,4,30,28,32,36,24,16,36,44,24,36,16,36,38,24,42,30,18,38,46,4,38,42,24,40,34,30,26,10,38,38,34,38,32,26,38,28,32,14,38,20,38,24,32,38,24,44,24,42,28,38,36,22,28,36,34,38,42,26,38,40,6,40,38,18,28,40,6,38,44,36,26,36,42,44,32,38,24
"100",44,40,42,40,46,44,44,42,34,36,38,36,38,36,36,34,36,38,42,40,42,46,36,36,18,26,26,28,22,32,34,42,22,28,26,34,20,16,24,42,24,24,24,30,32,28,24,24,34,32,34,18,38,26,28,32,34,36,20,28,26,24,18,26,26,34,16,28,36,34,26,22,30,18,22,28,28,24,34,28,28,30,32,34,28,40,34,20,32,16,38,22,28,30,28,24,28,22,38,0,38,4,20,28,38,8,16,14,40,28,44,8,16,40,24,36,24,14,30,44,30,38,30,32,34,28,30,28,28,36,52,24,40,28,40,20,26,28,20,30,30,38,26,30,40,20,36,22,40,22,32,30,22,26,32,32,34,42,34,30,34,34,32,38,26,22,34,24,42,40,26,34,38,38,40,28,36,26
"101",36,36,24,24,18,22,24,24,20,24,22,22,20,36,34,10,26,38,22,22,26,32,24,34,32,36,32,18,24,22,20,22,36,22,38,10,34,22,24,24,28,18,38,16,32,14,32,30,20,32,16,18,34,20,40,16,38,36,24,38,24,34,38,38,34,28,40,40,42,40,36,34,28,28,28,24,18,20,28,16,14,26,34,12,8,32,30,32,32,24,32,34,14,14,8,36,20,22,4,38,0,26,22,32,36,32,14,24,38,34,44,34,14,52,32,40,26,30,34,32,16,40,46,28,28,32,26,40,30,48,34,30,32,26,38,14,38,46,34,26,24,38,28,12,38,16,38,42,34,20,40,18,26,28,26,32,32,42,38,38,38,36,18,42,44,24,34,20,34,10,38,32,36,38,42,34,32,16
"102",28,30,18,26,40,12,12,18,14,8,16,20,34,22,20,24,36,28,12,42,26,10,14,30,6,26,14,18,14,32,30,32,26,24,24,18,20,38,30,36,32,26,26,30,24,24,22,44,26,26,22,26,28,10,2,12,10,8,8,38,36,16,8,40,10,14,30,36,12,18,18,36,22,6,12,6,8,22,38,14,28,20,34,10,12,10,32,24,30,26,28,24,34,32,4,24,24,26,30,4,26,0,22,36,8,36,10,8,38,42,42,20,12,40,24,28,42,30,38,20,34,38,36,30,34,24,28,36,32,42,42,20,36,34,32,34,30,30,18,28,38,40,30,42,24,18,34,30,32,22,34,22,36,16,32,30,30,36,44,36,38,38,42,42,14,24,36,22,40,42,28,22,14,38,42,32,34,2
"103",4,42,36,24,38,26,34,40,48,36,40,34,34,36,34,38,36,14,8,16,28,26,40,34,28,10,28,22,26,18,42,20,18,26,24,36,32,34,32,32,40,34,24,24,10,32,38,36,30,24,32,32,22,28,34,28,28,30,32,30,32,30,24,32,22,24,34,38,22,38,22,30,26,22,32,32,42,32,24,38,28,32,20,14,10,8,8,8,14,34,36,38,28,28,28,24,22,22,28,20,22,22,0,36,28,42,14,14,32,18,22,28,38,44,38,30,32,30,38,40,32,40,30,38,32,38,38,16,30,36,36,26,40,28,12,40,4,34,30,12,12,38,28,32,36,16,42,30,38,8,40,24,36,18,28,30,32,40,36,36,36,30,28,42,22,24,34,24,36,40,36,24,14,40,42,4,26,44
"104",22,32,30,30,22,34,30,36,34,28,32,38,40,34,34,28,22,28,24,12,32,36,42,26,30,26,26,26,34,26,36,20,38,24,34,38,28,36,22,20,36,28,34,26,48,34,26,32,28,28,34,38,30,34,38,36,36,30,36,34,6,4,34,32,44,30,30,4,22,28,26,14,46,16,12,26,22,28,32,30,32,32,40,32,24,24,10,32,38,36,34,26,32,32,24,24,30,32,32,28,32,36,36,0,26,28,8,20,42,22,28,20,26,38,24,36,32,28,32,40,28,40,38,26,38,4,36,28,8,40,36,36,38,42,10,14,32,38,16,18,18,38,34,34,28,32,18,22,42,10,42,38,30,18,28,30,32,38,36,40,36,30,32,36,34,36,38,10,12,42,38,26,28,40,44,30,26,16
"105",30,22,36,26,22,34,32,28,34,26,34,32,28,36,30,44,30,20,38,22,36,14,14,14,12,8,12,12,38,36,40,28,28,20,18,20,28,28,26,24,24,24,36,34,28,28,38,26,34,32,32,32,38,38,36,34,28,28,26,22,8,36,34,44,26,24,26,24,24,32,26,40,26,36,22,34,32,28,34,24,26,36,28,40,26,48,36,26,36,28,32,34,38,34,36,40,40,40,36,38,36,8,28,26,0,26,40,12,42,20,28,10,34,38,36,40,28,20,30,30,30,42,32,34,34,34,12,28,20,36,38,10,34,30,30,4,8,36,24,18,14,36,26,40,22,32,24,18,34,14,50,26,26,40,22,36,20,34,40,38,30,26,28,40,34,32,36,22,40,40,48,24,36,44,42,32,34,22
"106",40,34,28,2,24,22,26,16,42,18,16,26,22,32,32,34,32,28,40,34,24,20,8,32,38,36,30,24,32,32,22,28,34,28,28,30,32,30,32,30,24,32,22,24,34,34,22,38,20,30,26,22,32,32,42,32,20,38,24,32,18,12,8,6,6,6,12,34,36,38,28,28,22,18,16,22,28,20,22,22,22,32,30,30,22,34,30,36,34,28,32,38,40,34,34,28,22,26,24,8,32,36,42,28,26,0,38,8,22,38,26,12,14,38,24,22,24,22,34,28,36,40,38,22,36,16,26,30,8,38,36,16,36,20,34,26,32,36,20,12,34,8,28,34,40,28,18,20,40,6,42,12,22,42,38,36,18,34,40,40,36,22,22,42,36,44,8,8,36,38,38,24,22,36,40,32,26,28
"107",26,26,26,34,26,36,22,38,26,34,34,28,36,24,22,36,28,34,26,48,34,26,32,28,28,34,38,30,34,38,36,36,30,36,34,36,34,44,28,32,6,22,30,26,14,46,14,12,22,18,32,32,30,28,34,36,36,24,26,12,28,34,38,36,28,28,34,26,20,34,34,32,26,28,38,34,26,24,38,28,26,32,28,30,38,28,36,34,30,38,30,42,34,22,34,18,36,10,16,16,14,10,14,8,40,38,0,38,26,30,28,36,24,32,32,40,22,22,30,26,40,38,36,46,42,26,28,28,42,40,30,16,32,36,36,36,42,26,28,14,22,42,40,34,34,18,20,8,46,8,46,6,24,38,38,30,42,36,42,40,36,20,30,36,34,16,6,44,38,44,38,36,32,44,40,44,44,26
"108",40,24,24,16,20,22,30,26,28,26,26,26,36,34,28,30,38,24,30,28,34,28,36,34,34,32,24,30,22,26,4,36,30,42,22,22,26,28,28,30,28,42,28,36,26,32,30,24,34,26,28,38,26,42,22,46,34,22,36,24,32,34,36,34,36,38,38,40,38,36,34,16,20,14,4,30,40,14,18,34,22,36,34,36,40,38,4,12,10,34,20,18,16,36,30,38,18,26,36,14,24,8,14,20,12,8,38,0,16,28,26,28,36,40,32,30,6,22,30,30,38,38,36,18,34,28,30,12,36,50,30,10,36,24,36,20,34,26,34,12,26,30,38,34,20,34,20,12,32,4,38,12,24,40,32,34,32,42,40,42,4,24,30,44,18,34,10,36,36,40,42,26,26,38,8,46,40,22
