"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147"
"71",6136,3236,5022,4736,5208,5886,15741,14954,6234,5796,4770,10308,7046,7204,2234,15020,2420,2234,17164,10808,12692,6044,6082,6106,12534,13944,13768,5916,10150,598,16866,13988,13122,19926,7104,16085,6022,8301,8645,6082,5954,18240,11290,13140,13610,18414,16800,8335,20024,8668,8331,6230,12878,5792,13223,8321,5924,5762,19681,13054,12498,15376,12988,7971,13878,8281,19314,2420,2076,1914,0,220,564,908,13316,13350,21738,17230,17230,8302,7992,7958,6032,6136,3826,4132,3892,6032,17752,17686,7454,3892,17942,8679,6268,12684,12340,6196,13988,13660,19736,13174,7388,7044,8665,5884,4840,17876,6332,15408,6768,10494,4672,4400,4432,12684,10980,17708,6424,17809,6582,18039,12878,4236,13408,6482,6448,17708,6376,14580,6342,29366,19736,15228,19314,17494,16304,19442,27613,18570,16564,19285,19051,18513,18029,18364,18298
"72",6288,3084,4802,4584,4988,5746,15601,14814,6026,5588,4550,10460,6906,6996,2014,14880,2200,2014,16944,10588,12844,5836,5874,5898,12754,13736,13560,6068,10370,378,16646,13780,13094,19774,6896,15877,5814,8161,8437,5874,5814,18088,11070,12932,13470,18262,16580,8127,19872,8516,8123,6022,13030,6012,13195,8181,5784,5622,19529,13094,12278,15170,12780,7751,13670,8061,19162,2200,1924,1762,220,0,412,688,13536,13502,21586,17010,17010,8082,7772,7806,5892,6288,4046,3924,4044,5824,17600,17534,7246,4112,17790,8471,6060,12464,12188,5988,13780,13812,19518,12966,7180,6904,8457,6036,4620,17724,6124,15202,6548,10646,4464,4552,4584,12464,10760,17748,6272,17781,6362,17819,13030,4388,13560,6262,6296,17680,6168,14440,6134,29226,19518,15008,19162,17274,16152,19290,27461,18418,16412,19479,19271,18733,18249,18146,18080
"73",6700,3428,5214,4928,5400,5362,15945,14430,5710,5272,4962,10130,7250,7408,1670,14496,1856,1670,17356,10244,12514,5520,5558,5582,12356,13420,13244,6480,9972,34,17030,13464,12872,20104,7308,16289,5498,8505,8849,5558,5430,18432,11482,12604,13086,18606,16992,8539,20202,8860,8535,5706,12700,6356,12973,8525,5400,5238,19873,12804,11934,14852,12452,8163,13354,8473,18890,1856,1512,1350,564,412,0,344,13166,13200,21608,17422,17422,8494,8184,8150,6236,6700,4390,4336,4456,6236,17916,17878,7658,4456,18106,8883,5744,12120,11776,5672,13464,13510,19312,12638,7592,7248,8869,6448,5032,18068,5808,14884,6960,10316,4148,4236,4268,12120,11172,17458,6616,17559,6774,18203,12700,4800,13258,6674,6640,17458,6580,14056,6546,29570,19312,15420,18890,17686,16496,19018,27805,18762,16756,19821,19587,19049,18565,18528,18490
"74",6356,3772,5366,5272,5056,5706,16289,14402,5552,5548,5238,10158,7594,7436,1698,14468,1698,1698,17012,9900,12666,5548,5586,5238,12700,13076,13396,6508,10316,310,16686,13120,13148,20448,7584,15945,5774,8849,8505,5710,5774,18404,11324,12260,13430,18494,16648,8815,20546,9204,8687,5548,12356,6700,13125,8869,5744,5582,20217,13148,11962,14778,12604,8439,13010,8129,18862,1512,1856,1694,908,688,344,0,13510,13476,21580,17078,17078,8150,8460,8494,6580,6542,4734,4612,4732,6512,18012,17974,7686,4800,18078,8725,5400,11776,12120,5328,13306,13166,19238,12480,7248,7592,8525,6600,4688,18040,5464,14810,6616,10158,4176,4388,4420,11962,11448,17802,6960,17587,6926,17890,12542,4456,13286,6950,6984,17734,6422,14400,6202,29422,19238,15076,18862,17342,16468,18990,27657,18734,16728,19683,19475,19021,18909,18454,18416
"75",8834,13014,11608,11514,11794,10349,10842,19316,10557,10277,11548,3636,10316,10474,13521,19314,13707,13425,21496,20347,2070,10507,10337,10553,1912,18238,17251,8682,3478,13200,21292,17437,9558,22491,10414,11152,10311,7692,8036,10433,10277,22572,13992,2644,17093,22930,21316,7726,22623,12439,7914,10693,2256,8490,9716,8250,10275,10209,16182,9558,4036,19738,2458,9303,18240,9613,23002,13611,13267,13297,13316,13536,13166,13510,0,34,23292,21494,21344,10033,9723,9689,8764,8834,10333,10508,10268,8798,22178,22202,10572,10200,22368,8036,10653,4222,3878,10693,17403,344,23424,2644,10300,9956,8560,8781,11462,22392,10621,19736,12168,3822,10232,10091,9992,4222,13682,11504,11824,11730,11982,22465,2256,10578,291,11888,11854,11572,9074,18029,9108,31182,23424,19740,23002,23148,20816,22938,32775,24224,20850,22145,21911,21373,20889,22790,22814
"76",8800,13048,11574,11548,11760,10383,10876,19350,10523,10243,11514,3602,10350,10440,13487,19348,13673,13391,21462,20313,2036,10473,10303,10519,1946,18204,17217,8648,3512,13166,21258,17403,9524,22525,10380,11118,10277,7726,8002,10399,10311,22606,13958,2610,17127,22964,21282,7692,22657,12473,7880,10659,2222,8524,9682,8284,10309,10243,16216,9592,4002,19706,2424,9269,18206,9579,23036,13577,13301,13331,13350,13502,13200,13476,34,0,23326,21460,21310,9999,9689,9723,8798,8800,10367,10474,10234,8764,22212,22236,10538,10234,22402,8002,10619,4188,3912,10659,17369,310,23392,2610,10266,9990,8526,8747,11428,22426,10587,19704,12134,3788,10198,10057,9958,4188,13648,11538,11858,11696,11948,22431,2222,10544,257,11854,11888,11538,9040,18063,9074,31216,23392,19706,23036,23114,20850,22972,32809,24258,20884,22153,21945,21407,20923,22758,22782
"77",22762,23156,23858,23827,23734,22281,25802,12668,22147,22218,23861,23018,23584,23618,22266,12606,22328,22264,10704,23891,24221,22315,22119,22156,24125,13998,23720,22790,22984,21642,9634,23630,22486,12606,23564,25774,22181,23759,23731,22183,22113,9312,26501,23152,23624,8904,9670,23793,12416,26062,23920,22377,24097,22790,22582,23964,22087,22184,17548,22418,24165,13906,23310,24707,14060,24645,8181,22202,22230,22329,21738,21586,21608,21580,23292,23326,0,10642,9442,24715,24777,24743,22570,22886,21470,21316,21536,22570,9596,9632,23276,21536,8242,23889,22059,24103,24131,22219,23754,23264,9419,23310,23116,23144,23936,22820,23755,8278,22119,13810,24673,23080,21364,21614,21646,24227,26439,22760,24701,22794,24797,9245,24221,21508,23260,24681,24647,22760,22666,24594,22508,32651,9419,17886,8181,13402,16494,8116,31835,12010,16240,12256,12022,11396,13752,9480,9516
"78",17440,18324,19833,19739,19523,18128,21496,10850,17974,17970,19705,21064,18548,18390,18076,10784,18076,18076,66,18186,22232,17970,18008,17660,22266,9392,18314,17592,21222,17388,3442,18038,20458,11398,18484,21152,18196,19748,19404,18132,18196,1458,22492,20052,18348,5222,3376,19714,11498,21800,19586,17970,21922,17784,20448,19972,18166,18004,14098,20458,21134,11226,20396,20563,9458,20253,5707,17890,18234,18072,17230,17010,17422,17078,21494,21460,10642,0,1200,20478,20788,20822,17614,17626,16948,16776,16946,17546,4768,4702,18456,17014,4834,19624,17822,20948,21292,17750,18224,21150,6083,20272,17948,18292,19628,17684,19185,4768,17886,11126,19312,21064,17068,17330,17362,21134,22616,21416,19656,21214,19622,4646,22108,16670,21270,19592,19626,21348,17456,19318,17236,29776,6083,8064,5707,3048,9456,5835,28646,4440,9586,9516,9308,8854,8742,5210,5144
"79",17290,18244,19833,19739,19523,17928,21296,10650,17774,17770,19705,21064,18428,18270,18076,10584,18076,18076,1266,18186,22232,17770,17808,17460,22266,9192,18114,17442,21222,17388,2242,17838,20358,10198,18340,20952,17996,19548,19204,17932,17996,2658,22668,20012,18148,4022,2176,19514,10298,21936,19386,17770,21922,17634,20348,19772,17966,17804,12898,20358,21286,11026,20356,20563,9258,20253,6907,17890,18234,18072,17230,17010,17422,17078,21344,21310,9442,1200,0,20478,20788,20822,17414,17476,16798,16576,16796,17346,3568,3502,18312,16864,3634,19424,17622,21100,21444,17550,18024,21000,7283,20232,17644,17988,19428,17534,19185,3568,17686,10926,19368,21064,16868,17180,17212,21286,22792,21316,19712,21114,19678,3446,22108,16520,21120,19624,19658,21248,17256,19118,17036,30136,7283,8976,6907,3960,10368,7035,29302,5352,10498,8766,8558,8104,7992,4010,3944
"80",5982,8506,3758,3916,3448,8334,11180,18206,7933,8182,3882,11027,7598,7440,9052,18272,9052,8930,20412,17229,8607,8176,7967,7872,8641,16880,16342,6134,11185,8460,19574,16066,11876,22380,7588,10836,8213,3528,3184,8213,8213,21804,8578,9330,16376,21354,19508,3494,22352,7694,3618,8176,8297,6326,11846,2204,8247,8216,18004,11876,7946,18582,9674,2044,16814,1734,23358,8744,9088,9179,8302,8082,8494,8150,10033,9999,24715,20478,20478,0,310,344,6206,6168,7210,7088,7208,6138,20900,20834,7498,7276,20966,3404,7903,7760,8104,7956,16252,9689,23734,9550,7000,7344,1860,6226,5012,20900,7903,18614,5664,11027,7380,7592,7624,7946,8702,16530,6008,16308,5974,20778,8483,6932,9809,5998,6032,16462,6048,17346,5828,28801,23734,17306,23358,21222,18698,23234,29810,22614,18766,21570,21362,20908,20796,21342,21276
"81",6292,8196,3572,3606,3758,8024,10870,18268,8057,7872,3572,10965,7288,7378,8990,18334,9176,8868,20722,17539,8421,8114,7905,8182,8331,17190,16156,6072,10875,8150,19884,16376,11566,22070,7278,11146,7903,3218,3494,8027,7903,21866,8702,9640,16066,21500,19818,3184,22042,7384,3432,8300,8607,6016,11660,1894,7937,7906,17694,11566,7884,18624,9488,1734,17124,2044,23420,9054,8778,8869,7992,7772,8184,8460,9723,9689,24777,20788,20788,310,0,34,5896,6292,6900,6778,6898,5828,20838,20772,7436,6966,21028,3528,8213,8070,7794,8266,16376,9999,23776,9674,7310,7034,2170,6040,5322,20962,8213,18656,5974,11151,7318,7406,7438,8070,8392,16220,5698,16246,5788,21057,8607,7242,9747,5688,5722,16152,6172,17036,6138,28983,23776,17616,23420,21532,18760,23296,29992,22676,18828,21716,21508,20970,20486,21384,21318
"82",6326,8162,3606,3572,3792,7990,10836,18234,8091,7906,3606,10999,7254,7412,9024,18300,9210,8902,20756,17573,8455,8148,7939,8216,8297,17224,16190,6106,10841,8184,19918,16410,11600,22036,7312,11180,7937,3184,3528,8061,7869,21832,8736,9674,16032,21466,19852,3218,22008,7350,3466,8334,8641,5982,11694,1860,7903,7872,17660,11532,7918,18656,9522,1768,17158,2078,23386,9088,8744,8835,7958,7806,8150,8494,9689,9723,24743,20822,20822,344,34,0,5862,6326,6866,6812,6932,5862,20804,20738,7470,6932,20994,3562,8247,8104,7760,8300,16410,10033,23808,9708,7344,7000,2204,6074,5356,20928,8247,18688,6008,11185,7352,7440,7472,8104,8426,16186,5664,16280,5822,21091,8641,7276,9781,5722,5688,16186,6206,17002,6172,28949,23808,17650,23386,21566,18726,23262,29958,22642,18794,21708,21474,20936,20452,21416,21350
"83",618,4964,7775,7489,7961,2989,10326,13452,3405,2899,7523,12058,1620,1778,6856,13518,7042,6856,17548,15110,10686,3147,3219,3243,10528,12442,11311,432,11900,6270,17650,11463,11372,19873,1650,10704,3125,2682,3026,3219,3125,18624,7914,8370,11153,19198,17584,2716,19971,6278,2712,3333,10872,274,11512,4002,3061,2899,18104,11338,9980,13874,8150,4507,12376,4817,20358,7042,6698,6536,6032,5892,6236,6580,8764,8798,22570,17614,17414,6206,5896,5862,0,618,2462,2158,2398,68,18536,18470,2068,2364,18726,2992,3371,10166,9822,3367,11497,9108,20780,8336,1604,1260,4380,530,6507,18660,3435,13974,4086,12244,2698,3036,2938,10166,7604,15958,3742,16132,3900,18823,10872,2674,9020,3806,3772,15992,378,12055,378,27542,20780,13806,20358,18382,14882,20486,29278,19458,15142,18950,18716,18178,17694,19148,19082
"84",186,5436,8047,7953,7923,3607,10944,13822,3301,3449,7919,11846,2170,2012,7004,13888,6818,7004,17560,15072,10598,3449,3453,3291,10632,12558,11703,220,12004,6666,17712,11579,11614,20437,2200,10752,3675,3266,3108,3577,3709,18890,7753,8452,11737,19410,17646,3232,20535,6762,3104,3263,10474,344,11630,4620,3611,3449,18668,11682,10136,14126,8576,4903,12492,4779,20624,7004,7162,7000,6136,6288,6700,6542,8834,8800,22886,17626,17476,6168,6292,6326,618,0,2567,2674,2434,584,18852,18786,2336,2434,19042,2922,3487,10136,10294,3449,11359,8676,20928,8266,1652,1810,4428,443,6469,18976,3551,14192,4064,11660,2966,2949,2850,9950,8063,16268,4222,16160,4188,18916,10288,2310,8809,4218,4252,16268,240,12673,460,27784,20928,13824,20624,18400,15154,20752,29413,19730,15414,18677,18469,18035,17799,19346,19280
"85",2567,6926,8589,8303,8775,2316,12668,11954,2666,2226,8337,13272,4049,4207,5960,12020,6146,5960,16882,13974,12090,2474,2513,2537,11932,10944,10352,2348,13114,4424,16534,10570,10293,19662,4112,13013,2452,5078,5422,2513,2386,17958,10054,10386,10194,18082,16468,5112,19760,8442,5108,2660,12276,2223,10395,5324,2355,2193,19668,10226,11752,12376,10232,6651,10878,6961,19032,6146,5802,5640,3826,4046,4390,4734,10333,10367,21470,16948,16798,7210,6900,6866,2462,2567,0,374,134,2464,17420,17354,4464,133,17610,5454,2698,11938,11594,2628,10571,10677,19454,10418,4033,3689,5669,2248,8461,17544,2762,12410,6246,13458,914,574,674,11938,9744,14879,5902,14982,6060,17707,12276,476,10358,5966,5932,14880,2807,11162,2774,27972,19454,15566,19032,17722,16642,19160,29352,18798,16902,18298,18064,17526,17042,18032,17966
"86",2674,6864,8467,8249,8653,2012,12364,11650,2292,1854,8215,13510,3744,3834,5838,11716,6024,5838,16710,13852,12328,2102,2140,2164,12238,10572,9978,2454,13420,4302,16312,10198,10160,19508,3740,12640,2080,4772,5048,2140,2080,17854,9938,10012,9888,17928,16246,4738,19606,8368,4734,2288,12514,2398,10262,5020,2050,1888,19514,10160,11622,12006,9860,6529,10506,6839,18928,6024,5748,5586,4132,3924,4336,4612,10508,10474,21316,16776,16576,7088,6778,6812,2158,2674,374,0,240,2090,17266,17200,4090,308,17456,5082,2326,11808,11532,2254,10198,10784,19284,10046,3660,3384,5296,2554,8339,17390,2390,12038,6108,13696,540,880,780,11808,9628,14814,5832,14848,5922,17485,12514,584,10664,5828,5862,14746,2434,10858,2400,27800,19284,15388,18928,17544,16532,19056,29320,18688,16792,18646,18438,17900,17416,17812,17746
"87",2434,6992,8587,8369,8773,2252,12604,11890,2532,2094,8335,13270,3984,4074,5958,11956,6144,5958,16880,13972,12088,2342,2380,2404,11998,10812,10218,2214,13180,4422,16532,10438,10160,19728,3980,12880,2320,5012,5288,2380,2320,18024,10120,10252,10128,18148,16466,4978,19826,8508,4974,2528,12274,2158,10262,5260,2290,2128,19734,10160,11750,12246,10100,6649,10746,6959,19098,6144,5868,5706,3892,4044,4456,4732,10268,10234,21536,16946,16796,7208,6898,6932,2398,2434,134,240,0,2330,17486,17420,4330,68,17676,5322,2566,11936,11660,2494,10438,10544,19454,10286,3900,3624,5536,2314,8459,17610,2630,12278,6244,13456,780,640,540,11936,9810,14814,5968,14848,6058,17705,12274,344,10424,5964,5998,14746,2674,11098,2640,28040,19454,15564,19098,17720,16708,19226,29486,18864,16968,18406,18198,17660,17176,18032,17966
"88",584,4964,7707,7489,7893,3057,10394,13520,3337,2899,7455,11990,1654,1744,6788,13586,6974,6788,17480,15042,10618,3147,3185,3209,10528,12442,11243,364,11900,6202,17582,11463,11338,19873,1650,10670,3125,2682,2958,3185,3125,18624,7848,8302,11153,19198,17516,2648,19971,6278,2644,3333,10804,308,11478,4070,3095,2933,18104,11338,9912,13876,8150,4439,12376,4749,20358,6974,6698,6536,6032,5824,6236,6512,8798,8764,22570,17546,17346,6138,5828,5862,68,584,2464,2090,2330,0,18536,18470,2000,2398,18726,2992,3371,10098,9822,3299,11463,9074,20714,8336,1570,1294,4346,464,6439,18660,3435,13908,4018,12176,2630,2970,2870,10098,7538,15992,3742,16064,3832,18755,10804,2674,8954,3738,3772,15924,344,12123,310,27610,20714,13738,20358,18314,14882,20486,29280,19458,15142,18926,18718,18180,17696,19082,19016
"89",18852,19241,19863,19701,19925,17994,22826,9708,18094,17904,19735,21934,19550,19460,18138,9642,18324,18138,4834,18882,23126,17904,17942,17966,23092,9614,18450,18632,22024,17950,1326,18546,20757,9454,19530,22922,18130,20430,20526,18066,18062,4862,23942,21294,18416,794,1392,20464,9554,22986,20336,18090,23188,18756,20746,19754,18032,17870,14242,20689,22186,8966,21266,21513,9680,21575,6386,18324,18228,18066,17752,17600,17916,18012,22178,22212,9596,4768,3568,20900,20838,20804,18536,18852,17420,17266,17486,18536,0,66,19502,17486,1354,20560,18128,22372,22276,18056,18546,22274,5644,21328,19206,19110,19850,18724,20412,1420,18192,8866,20900,22120,17526,17838,17870,22372,23880,21955,20804,21820,20838,970,23188,17582,22022,20784,20750,21955,18632,19386,18598,30498,5644,12544,6386,7528,12572,6514,29629,7556,12702,5502,5268,5894,6706,612,678
"90",18786,19175,19797,19635,19859,17960,22760,9674,18060,17870,19669,21956,19484,19394,18100,9608,18286,18100,4768,18844,23150,17870,17908,17932,23116,9580,18416,18566,22046,17912,1392,18512,20761,9454,19464,22856,18096,20364,20460,18032,18028,4796,23876,21318,18382,728,1326,20398,9554,22920,20270,18056,23212,18690,20750,19688,17998,17836,14176,20693,22210,8932,21290,21447,9646,21509,6368,18286,18190,18028,17686,17534,17878,17974,22202,22236,9632,4702,3502,20834,20772,20738,18470,18786,17354,17200,17420,18470,66,0,19436,17420,1420,20494,18094,22396,22300,18022,18512,22298,5626,21352,19140,19044,19784,18658,20346,1354,18158,8832,20834,22142,17492,17804,17836,22396,23814,21959,20738,21824,20772,1036,23212,17516,22046,20718,20684,21959,18566,19352,18532,30432,5626,12478,6368,7462,12506,6496,29563,7490,12636,5568,5334,5960,6772,678,612
"91",2336,5356,8894,8992,8956,5057,12394,15396,4829,4899,8958,13166,638,480,7702,15332,7888,7702,18520,16216,11954,4899,4677,4961,11988,14064,13119,2116,13324,7624,18548,13215,12237,20991,418,12422,4865,4490,4518,4801,4865,19788,6392,8682,13153,20164,18482,4456,20795,5070,4520,5085,12016,2308,12253,6070,4835,4933,19448,12237,10226,15628,8654,5982,14128,6044,21522,7888,7860,7958,7454,7246,7658,7686,10572,10538,23276,18456,18312,7498,7436,7470,2068,2336,4464,4090,4330,2000,19502,19436,0,4398,19816,4552,4863,10412,10384,5051,13215,10600,21754,8716,2066,2038,6098,2340,7658,19750,4927,15530,2748,13352,4382,4846,4746,10412,6330,16891,2720,16715,2686,19752,12016,4426,10480,2500,2534,16823,2096,14123,2062,26068,21754,12546,21522,16992,13814,21458,27738,18260,13554,20278,20070,19656,19296,20048,19982
"92",2434,6992,8655,8369,8841,2218,12570,11856,2600,2128,8403,13338,3916,4074,6026,11922,6212,6026,16948,14040,12156,2376,2380,2404,11998,10846,10286,2282,13180,4490,16600,10472,10160,19728,4014,12880,2354,5012,5356,2380,2320,18024,10187,10320,10128,18148,16534,5046,19826,8508,5042,2562,12342,2090,10262,5226,2222,2060,19734,10160,11818,12278,10134,6717,10780,7027,19098,6212,5868,5706,3892,4112,4456,4800,10200,10234,21536,17014,16864,7276,6966,6932,2364,2434,133,308,68,2398,17486,17420,4398,0,17676,5356,2600,12004,11660,2562,10438,10544,19520,10320,3900,3556,5536,2381,8527,17610,2664,12344,6312,13524,848,707,608,12004,9877,14746,5968,14916,6126,17773,12342,378,10491,6032,5998,14814,2674,11064,2708,28006,19520,15632,19098,17788,16708,19226,29485,18864,16968,18431,18197,17659,17175,18098,18032
"93",18918,19431,20115,19891,19991,18184,23016,8354,18284,18094,19925,22248,19740,19774,18452,8288,18514,18452,4900,18948,23378,18218,18256,18032,23282,9680,18702,18946,22214,18140,1392,18612,20947,9644,19720,22988,18320,20620,20592,18318,18252,3508,24132,21360,18606,692,1458,20654,9744,23176,20588,18280,23254,18946,20998,19944,18222,18060,14432,20879,22500,9592,21518,21703,9746,21641,5032,18390,18418,18256,17942,17790,18106,18078,22368,22402,8242,4834,3634,20966,21028,20994,18726,19042,17610,17456,17676,18726,1354,1420,19816,17676,0,20750,18194,22438,22466,18122,18736,22340,6270,21518,19272,19300,19916,18976,20478,66,18258,9492,20966,22310,17840,18090,18122,22562,24070,22145,20994,22134,21090,1003,23378,17648,22336,20974,20940,22145,18822,19576,18664,30344,6270,12610,5032,7594,11218,5160,29475,6202,11348,5400,5166,4540,6896,1238,1304
"94",3108,7641,5564,5726,5440,5981,8278,16196,5453,5823,5692,11010,4612,4454,9089,16262,8903,8961,19558,17345,9600,5823,5639,5733,9634,14932,14111,3108,11168,8849,19420,13953,10920,21841,4574,8154,5857,378,220,5891,5925,20888,7824,7500,14145,21118,19354,344,21811,7506,472,5637,9476,3266,10928,1954,5925,5891,16536,10954,9082,16500,7590,2203,14866,2079,22622,8961,9119,9213,8679,8471,8883,8725,8036,8002,23889,19624,19424,3404,3528,3562,2992,2922,5454,5082,5322,2992,20560,20494,4552,5356,20750,0,5733,9082,9240,5857,13801,7878,22926,7280,4094,4252,1830,3330,4272,20684,5733,16600,5942,10824,5374,5836,5738,8896,8134,15574,6100,15424,6066,20624,9290,5164,7976,6096,6130,15540,2682,15047,2868,27802,22926,15696,22622,20272,17026,22494,29793,21602,17094,20844,20636,20202,19966,21054,20988
"95",3301,8050,9686,9720,9376,630,13517,11696,348,472,9686,13374,4991,4833,4094,11762,4094,4222,17756,12532,12395,472,348,196,12429,10370,9020,3487,13532,5710,16802,8676,10592,20070,4953,13207,438,5925,5581,344,506,19148,10652,9651,9054,18614,16768,5891,19940,9518,5891,472,12085,3645,10588,6518,378,540,20338,10626,11646,12072,9927,7551,10304,7241,18778,4036,4380,4414,6268,6060,5744,5400,10653,10619,22059,17822,17622,7903,8213,8247,3371,3487,2698,2326,2566,3371,18128,18094,4863,2600,18194,5733,0,11460,11804,320,8896,10309,19154,9803,4287,4631,6208,3709,8905,18160,128,12172,6762,13374,1786,2248,2150,11646,10776,15246,7106,15084,7072,18006,12271,2222,10593,7102,7136,15212,3247,9956,3061,28356,19154,15829,18778,18590,17221,18778,29956,19982,17221,18398,18190,17736,17624,18570,18536
"96",9950,11572,10950,10860,10640,11765,12202,20350,11614,11615,10826,5088,10288,10130,12327,20416,12327,12329,20882,18844,2563,11607,11648,11305,2597,19024,18431,10102,5246,12086,21046,18155,12879,23119,10316,11858,11832,9206,8862,11770,11832,22274,12082,1816,18465,22916,21070,9172,23215,10862,9048,11607,2253,10294,12896,9610,11804,11649,16524,12879,186,20726,2160,7766,18958,7456,22708,12143,12487,12330,12684,12464,12120,11776,4222,4188,24103,20948,21100,7760,8070,8104,10166,10136,11938,11808,11936,10098,22372,22396,10412,12004,22438,9082,11460,0,344,11387,18341,3878,23084,2036,10384,10728,9266,10194,10104,22462,11522,20758,8124,5088,11288,11508,11540,186,12206,14893,8468,14718,8434,22250,2439,11660,3998,8496,8530,14825,10008,19435,9788,30773,23084,18260,22708,21736,19652,22832,31423,23128,19906,22850,22642,22188,22076,22814,22838
"97",10294,11228,10798,10516,10984,11421,11858,20378,11772,11339,10550,5060,9944,10102,12299,20444,12485,12301,21226,19188,2411,11579,11620,11649,2253,19368,18279,10074,4902,11810,21390,18499,12603,22775,10040,12202,11556,8862,9206,11618,11488,22302,12240,2160,18121,23028,21414,8896,22871,10518,8896,11765,2597,9950,12744,9266,11460,11305,16180,12535,158,20800,2008,7490,19302,7800,22736,12487,12143,11986,12340,12188,11776,12120,3878,3912,24131,21292,21444,8104,7794,7760,9822,10294,11594,11532,11660,9822,22276,22300,10384,11660,22466,9240,11804,344,0,11731,18499,4222,23158,2194,10728,10384,9610,10042,10448,22490,11866,20832,8468,5246,11260,11356,11388,344,11930,14549,8124,14690,8282,22563,2597,12004,3970,8220,8186,14549,10166,19091,10132,30921,23158,18604,22736,22080,19680,22860,31571,23156,19934,22988,22754,22216,21732,22888,22912
"98",3263,7978,9742,9648,9432,378,13513,11692,472,468,9614,13382,4953,4795,4346,11758,4346,4346,17684,12460,12402,220,506,158,12436,10366,8948,3415,13540,5638,16730,8672,10716,20030,4949,13169,694,5981,5637,630,694,19076,10679,9579,8982,18542,16696,5947,20128,9531,5819,220,12092,3607,10714,6514,664,502,20266,10716,11573,12068,9923,7733,10300,7423,18706,4160,4504,4342,6196,5988,5672,5328,10693,10659,22219,17750,17550,7956,8266,8300,3367,3449,2628,2254,2494,3299,18056,18022,5051,2562,18122,5857,320,11387,11731,0,8858,10349,19082,9799,4249,4593,6170,3639,8833,18088,384,12100,6689,13382,1714,2178,2078,11573,10803,15370,7033,15176,6999,17934,12278,2218,10601,7029,7063,15302,3209,9952,2989,28488,19082,15757,18706,18518,17149,18834,30026,19910,17409,18328,18120,17666,17554,18498,18464
"99",11545,15970,17674,17580,17550,9016,12475,12880,8710,8858,17546,19986,13049,12891,12578,12946,12392,12578,18158,4394,19183,8858,8862,8700,19217,11616,344,11579,20144,13430,17406,220,18236,17540,13079,12283,9084,14145,13987,8986,9118,19488,18690,16525,378,19136,17372,14111,17638,17741,13983,8672,19059,11703,18228,14584,9020,8858,22898,18304,18341,13184,16649,15902,11550,15778,19958,12578,12736,12574,13988,13780,13464,13306,17403,17369,23754,18224,18024,16252,16376,16410,11497,11359,10571,10198,10438,11463,18546,18512,13215,10438,18736,13801,8896,18341,18499,8858,0,17245,20262,16339,12531,12689,14392,11802,17011,18702,8960,13250,15047,19800,9658,10121,10022,18155,19000,19458,15205,19326,15171,18610,18873,10314,17378,15201,15235,19458,11119,1314,11339,28584,20262,19531,19958,18992,20861,20086,30163,20322,21121,19755,19547,19113,18877,19040,19006
"100",8490,13358,11760,11858,11450,10693,11186,19288,10399,10553,11824,3664,10660,10502,13549,19286,13549,13453,21152,20003,2222,10535,10365,10209,2256,17894,17403,8710,3822,13476,20948,17093,9834,22835,10690,10808,10587,8036,7692,10585,10621,22544,13834,2300,17437,22818,20972,8002,22967,12783,8066,10535,1912,8834,9868,8594,10619,10553,16526,9902,4064,19664,2610,9579,17896,9269,22974,13267,13611,13641,13660,13812,13510,13166,344,310,23264,21150,21000,9689,9999,10033,9108,8676,10677,10784,10544,9074,22274,22298,10600,10544,22340,7878,10309,3878,4222,10349,17245,0,23350,2486,9956,10300,8216,8933,11118,22364,10277,19662,11824,3664,10260,10243,10144,4064,13958,11848,12168,11758,12134,22152,2098,10234,319,12164,12198,11848,8916,18373,8764,31034,23350,19396,22974,22804,20788,22910,32627,24196,20822,22007,21799,21345,21233,22716,22740
