"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147"
"41",3709,7736,9500,9406,9686,384,13271,11822,472,294,9440,13280,4711,4869,4160,11888,4346,4160,18130,12906,12178,542,320,604,12020,10812,8898,3489,13122,5464,17176,9118,10252,19692,4775,13615,68,5547,5891,320,0,19206,10778,10025,8740,18756,17142,5581,19626,9140,5769,728,12364,3365,10372,6272,162,260,20024,10184,11646,12244,9873,7121,10746,7431,18836,4346,4002,4100,5954,5814,5430,5774,10277,10311,22113,18196,17996,8213,7903,7869,3125,3709,2386,2080,2320,3125,18062,18028,4865,2320,18252,5925,506,11832,11488,694,9118,10621,19258,10059,4695,4351,6616,3589,9279,18218,378,12276,7134,13466,1788,2128,2028,11832,10468,14838,6790,14958,6948,18349,12364,2664,10501,6854,6820,14838,3469,9710,3435,28538,19258,16203,18836,18964,17279,18772,30072,20040,17279,18568,18334,17796,17312,18674,18640
"42",18766,19334,20973,20749,20849,19138,22506,9392,19238,19048,20783,22334,19558,19592,19278,9458,19340,19278,1392,19512,23438,19172,19210,18986,23342,10850,19454,18794,22300,18466,4900,19364,21604,12540,19562,22478,19274,20758,20730,19272,19206,0,23756,21378,19358,4068,4834,20792,12638,22810,20726,19234,23314,18794,21656,20982,19176,19014,15108,21536,22336,10630,21536,21641,10784,21579,4249,19216,19244,19082,18240,18088,18432,18404,22572,22606,9312,1458,2658,21804,21866,21832,18624,18890,17958,17854,18024,18624,4862,4796,19788,18024,3508,20888,19148,22274,22302,19076,19488,22544,5487,21536,19274,19302,20954,18824,20511,3442,19212,10662,20638,22396,18270,18470,18502,22398,23694,22494,20666,22484,20762,4511,23438,17996,22540,20670,20636,22494,18720,20328,18562,30506,5487,9390,4249,4506,7998,4377,29376,3114,8258,8256,8022,7396,9752,4746,4680
"43",7939,9110,10956,11114,10832,10869,16098,21118,10312,10745,11080,14994,6329,6171,11723,21184,11537,11601,22426,20106,12906,10711,10531,10622,12940,19854,18967,7906,15152,11448,22802,18875,14915,25359,6480,15941,10776,8136,7978,10777,10778,23756,0,12884,19001,24500,22736,8102,25331,3402,8226,10525,12782,8097,14930,9774,10811,10780,22126,14916,12082,21422,13040,7472,19788,7348,25490,11601,11759,11850,11290,11070,11482,11324,13992,13958,26501,22492,22668,8578,8702,8736,7914,7753,10054,9938,10120,7848,23942,23876,6392,10187,24132,7824,10652,12082,12240,10679,18690,13834,25794,12730,7631,7789,9617,7930,9588,24066,10652,21456,5302,14808,10230,10436,10536,11896,310,19569,5460,19393,5426,24006,12596,10028,13701,5612,5646,19502,7571,19969,7724,25661,25794,16164,25490,20740,17494,25366,26045,22070,17562,24566,24358,23924,23688,24436,24370
"44",8266,11944,11246,11152,10936,9957,10616,18534,9803,9799,11118,5438,8552,8394,12738,18600,12738,12738,19986,19088,4082,9799,9837,9489,4116,17208,16615,8418,5596,12570,19968,16339,11487,22055,8580,10272,10025,7624,7280,9961,10025,21378,12884,0,16649,21838,19992,7590,22153,12168,7462,9799,3772,8610,11505,8024,9995,9833,15606,11487,2002,18910,344,9239,17142,8929,21792,12552,12896,12734,13140,12932,12604,12260,2644,2610,23152,20052,20012,9330,9640,9674,8370,8452,10386,10012,10252,8302,21294,21318,8682,10320,21360,7500,9651,1816,2160,9579,16525,2300,22168,220,8608,8952,7680,8642,10402,21384,9715,18942,9876,5438,9472,9936,9836,2002,13008,13501,10220,13327,10186,21172,3958,9976,2552,10248,10282,13433,8212,17619,7992,29904,22168,17516,21792,20992,18908,21920,31468,22384,19168,21604,21396,20942,20830,21736,21760
"45",11737,15592,17488,17202,17674,8672,12131,12784,9020,8582,17236,19924,12739,12897,12516,12850,12702,12516,18282,4518,18997,8830,8868,8892,18839,11774,158,11517,19766,13120,17530,378,17994,17162,12803,12475,8808,13767,14111,8868,8740,19358,19001,16649,0,19110,17496,13801,17260,17363,13797,9016,19183,11393,18110,14240,8710,8548,22520,17926,18279,13206,16497,15592,11708,15902,19828,12702,12358,12196,13610,13470,13086,13430,17093,17127,23624,18348,18148,16376,16066,16032,11153,11737,10194,9888,10128,11153,18416,18382,13153,10128,18606,14145,9054,18465,18121,8982,378,17437,20250,16683,12723,12379,14584,11617,17135,18572,9118,13238,15171,20110,9596,9936,9836,18465,18691,19148,14827,19264,14985,18703,19183,10472,17317,14891,14857,19148,11497,970,11463,28616,20250,19655,19828,19116,20731,19956,30162,20192,20991,19756,19522,18984,18500,19028,18994
"46",19306,19903,20525,20363,20379,18688,23488,8946,18684,18598,20397,22684,20212,20122,18828,8880,18910,18828,5288,19364,23878,18598,18636,18452,23844,10100,19144,19294,22774,18640,1912,19032,21489,10182,20192,23376,18824,21092,20980,18760,18756,4068,24500,21838,19110,0,1846,21126,10282,23648,20998,18680,23732,19418,21478,20416,18726,18564,14904,21421,22938,8932,22018,22175,10166,22029,5640,18806,18918,18756,18414,18262,18606,18494,22930,22964,8904,5222,4022,21354,21500,21466,19198,19410,18082,17928,18148,19198,794,728,20164,18148,692,21118,18614,22916,23028,18542,19136,22818,5626,21976,19660,19772,20304,19386,20866,626,18678,8832,21354,22766,18220,18532,18564,23020,24542,22687,21466,22552,21500,1036,23836,18036,22774,21446,21412,22687,19190,20080,19052,30732,5626,12998,5640,7982,11778,5768,29863,6762,11908,4840,4606,5232,7500,678,612
"47",17460,18289,18843,18749,18533,17074,21874,9712,16920,16916,18715,21002,18598,18440,17146,9646,17146,17146,3442,17518,22196,16916,16954,16606,22230,8254,17462,17612,21160,16958,66,17186,19807,8568,18510,21530,17142,19478,19134,17078,17142,4834,22736,19992,17496,1846,0,19444,8668,22034,19316,16916,21886,17804,19796,18802,17112,16950,13290,19807,21256,10088,20336,20493,8320,20183,6406,16960,17304,17142,16800,16580,16992,16648,21316,21282,9670,3376,2176,19508,19818,19852,17584,17646,16468,16246,16466,17516,1392,1326,18482,16534,1458,19354,16768,21070,21414,16696,17372,20972,6782,20212,17814,18158,18458,17704,19020,1392,16832,9988,19508,21002,16538,16850,16882,21256,22860,21073,19852,20870,19818,1270,22072,16190,21092,19764,19798,21005,17426,18466,17206,29494,6782,11152,6406,6136,12544,6534,28625,7528,12674,6660,6452,5998,5886,1834,1768
"48",3232,7297,5344,5382,5530,5705,8002,16168,5729,5547,5348,10914,4302,4392,8993,16234,9179,8865,19648,17435,9380,5795,5577,5857,9290,15090,13891,3012,10824,8505,19510,14111,10610,21497,4298,8278,5581,34,310,5705,5581,20792,8102,7590,13801,21126,19444,0,21467,7162,252,5981,9566,2956,10742,1678,5615,5581,16192,10610,8986,16524,7438,1859,15024,2169,22526,9051,8775,8869,8335,8127,8539,8815,7726,7692,23793,19714,19514,3494,3184,3218,2716,3232,5112,4738,4978,2648,20464,20398,4456,5046,20654,344,5891,9172,8896,5947,14111,8002,22882,7624,4218,3942,1954,3112,4362,20588,5891,16556,6032,11100,5278,5618,5518,9172,7792,15264,5756,15328,5846,20683,9566,5322,7882,5752,5786,15196,2992,14771,2958,27902,22882,15786,22526,20362,16930,22398,29827,21506,16998,20854,20646,20108,19624,21010,20944
"49",20535,20693,21241,21147,21427,19818,22102,16030,19906,19728,21181,22653,20985,21143,19924,15966,20110,19924,11562,17884,23685,19976,19754,20038,23527,14890,17418,20315,22495,20236,8668,17638,22439,196,20965,22446,19694,21433,21777,19754,19626,12638,25331,22153,17260,10282,8668,21467,0,24157,21655,20162,23871,20191,22567,21150,19596,19694,11724,22371,23029,16452,22001,22451,14954,22761,10960,20110,19766,19864,20024,19872,20202,20546,22623,22657,12416,11498,10298,22352,22042,22008,19971,20535,19760,19606,19826,19971,9554,9554,20795,19826,9744,21811,19940,23215,22871,20128,17638,22967,11382,22187,20889,20545,21494,20283,21902,9744,20004,16354,22547,22839,20130,20318,20350,23215,25021,24066,22203,24194,22361,9841,23871,20170,22715,22183,22149,24066,20315,16358,20281,31522,11382,15147,10960,14258,16223,10896,30575,15334,15963,10890,10656,10118,7762,10166,10166
"50",6762,6464,9294,9260,9480,9221,15092,19730,9362,9177,9294,13144,4692,4850,9429,19796,9615,9307,21734,18094,11040,9379,9210,9487,10882,18720,17521,6542,12986,8894,22100,17741,13923,24185,4912,15436,9208,7128,7472,9332,9140,22810,3402,12168,17363,23648,22034,7162,24157,0,7410,9565,11226,6418,14066,8768,9174,9143,21402,13855,10676,20152,12016,6154,18654,6464,24544,9493,9149,9240,8668,8516,8860,9204,12439,12473,26062,21800,21936,7694,7384,7350,6278,6762,8442,8368,8508,6278,22986,22920,5070,8508,23176,7506,9518,10862,10518,9531,17741,12783,24966,12202,6496,6152,9112,6510,8200,23110,9518,20184,3410,13330,8908,9016,9048,10862,3092,18509,3066,18652,3224,23273,11226,8852,12531,3286,3252,18509,6622,18333,6588,26927,24966,15532,24544,20108,16608,24420,27155,21184,16676,23850,23616,23078,22594,23598,23532
"51",3104,7293,5348,5378,5658,5701,7998,16102,5857,5543,5344,10978,4298,4264,8993,16168,9179,8993,19520,17307,9318,5667,5705,5729,9476,14962,13639,2884,11012,8501,19382,13983,10798,21557,4294,8150,5769,286,438,5581,5769,20726,8226,7462,13797,20998,19316,252,21655,7410,0,5853,9628,2952,10682,1674,5739,5577,16188,10798,8862,16396,7186,2043,14896,2229,22460,9179,9027,8865,8331,8123,8535,8687,7914,7880,23920,19586,19386,3618,3432,3466,2712,3104,5108,4734,4974,2644,20336,20270,4520,5042,20588,472,5891,9048,8896,5819,13983,8066,22754,7496,4090,3938,1826,2860,4234,20522,5955,16428,5908,11164,5150,5366,5266,9048,8040,15452,5756,15392,5598,20524,9628,5194,7946,5752,5786,15384,2864,14767,2830,28030,22754,15658,22460,20234,16864,22588,29955,21440,17124,20726,20518,20042,19620,20882,20816
"52",3449,8012,9776,9682,9652,344,13479,11782,320,434,9648,13416,4953,4795,4380,11848,4194,4380,17904,12680,12436,186,506,344,12470,10518,8982,3449,13574,5672,16950,8824,10716,20064,4915,13355,660,6015,5857,630,728,19234,10525,9799,9016,18680,16916,5981,20162,9565,5853,0,12312,3607,10714,6480,664,502,20300,10750,11607,12086,9889,7767,10452,7643,18864,4380,4538,4376,6230,6022,5706,5548,10693,10659,22377,17970,17770,8176,8300,8334,3333,3263,2660,2288,2528,3333,18090,18056,5085,2562,18280,5637,472,11607,11765,220,8672,10535,19168,9579,4435,4593,6356,3671,9053,18246,536,12186,6909,13230,1748,2210,2112,11421,10835,15370,7067,15210,7033,18154,12126,2370,10633,7063,7097,15336,3023,9918,3209,28570,19168,15977,18864,18738,17307,18992,30174,20068,17567,18464,18256,17822,17586,18584,18550
"53",10288,12662,11120,11216,10810,12470,12782,21068,12146,12333,11182,2904,12150,11992,12806,21068,12806,12715,21922,19448,310,12312,12180,12023,344,19676,19149,10440,3062,12666,21862,18873,11486,23741,12140,12438,12364,9600,9256,12395,12364,23314,12782,3772,19183,23732,21886,9566,23871,11226,9628,12312,0,10632,11520,10190,12429,12367,17310,11486,2439,21444,4116,8303,19676,7993,23760,12529,12873,12902,12878,13030,12700,12356,2256,2222,24097,21922,21922,8297,8607,8641,10872,10474,12276,12514,12274,10804,23188,23212,12016,12342,23254,9476,12085,2253,2597,12092,19059,1912,24136,3992,11622,11966,9846,10532,10456,23278,12054,21410,10275,2904,12006,11858,11890,2439,12906,13500,10619,13342,10585,23066,186,11998,2032,10609,10643,13432,10714,20153,10494,31840,24136,19932,23760,23342,21324,23698,32315,24734,21358,23262,23054,22600,22488,23630,23654
"54",344,5092,7895,7609,8081,3263,10600,13726,3645,3173,7643,11818,1826,1984,6976,13792,7162,6976,17718,15230,10446,3421,3425,3449,10288,12716,11551,192,11660,6390,17870,11737,11338,20093,1924,10910,3399,2922,3266,3425,3365,18794,8097,8610,11393,19418,17804,2956,20191,6418,2952,3607,10632,0,11478,4276,3267,3105,18324,11338,10108,14148,8424,4627,12650,4937,20528,7162,6818,6656,5792,6012,6356,6700,8490,8524,22790,17784,17634,6326,6016,5982,274,344,2223,2398,2158,308,18756,18690,2308,2090,18946,3266,3645,10294,9950,3607,11703,8834,20950,8610,1810,1466,4586,291,6627,18880,3709,14214,4222,12004,2938,2797,2698,10294,7787,15924,3878,16132,4036,19043,10632,2468,8781,3942,3908,15992,584,12329,618,27816,20950,13982,20528,18558,15058,20656,29445,19634,15318,18711,18477,17939,17455,19368,19302
"55",11630,15037,13108,13330,13418,10562,17586,18698,10524,10434,13296,12548,12231,12197,13298,18696,13484,13234,20450,21210,11210,10528,10304,10586,11368,17490,17952,11478,12582,12939,19792,18262,158,22503,12287,17704,10338,10776,10928,10244,10372,21656,14930,11505,18110,21478,19796,10742,22567,14066,10682,10714,11520,11478,0,10428,10402,10434,20870,226,12710,18992,11195,12023,17492,12209,21888,13420,13268,13364,13223,13195,12973,13125,9716,9682,22582,20448,20348,11846,11660,11694,11512,11630,10395,10262,10262,11478,20746,20750,12253,10262,20998,10928,10588,12896,12744,10714,18228,9868,22182,11505,12618,12466,10546,11453,13882,21002,10524,18990,13744,12734,9948,9923,9824,12896,14744,4812,13592,4778,13434,20934,11520,10448,9815,13614,13648,4812,11630,19046,11664,30192,22182,17786,21888,20380,18992,21824,31882,21586,18958,22218,22010,21534,21112,21292,21296
"56",4620,8423,4058,3772,4244,6136,8976,16374,6552,6046,3806,11448,5622,5780,9460,16440,9646,9460,19906,17738,10004,6294,6366,6390,9846,15364,14398,4434,11290,8559,18868,14550,10334,21052,5652,9354,6272,1644,1988,6366,6272,20982,9774,8024,14240,20416,18802,1678,21150,8768,1674,6480,10190,4276,10428,0,6208,6046,16610,10300,9424,16796,7804,3469,15298,3779,22536,9646,9302,9140,8321,8181,8525,8869,8250,8284,23964,19972,19772,2204,1894,1860,4002,4620,5324,5020,5260,4070,19754,19688,6070,5226,19944,1954,6518,9610,9266,6514,14584,8594,22958,7990,5606,5262,378,4532,5556,19878,6582,16896,7458,11634,5560,5898,5800,9610,9464,14920,7114,15048,7272,20041,10190,5536,8506,7178,7144,14954,4380,15142,4380,28244,22958,16896,22536,20812,17972,22664,30232,21888,18232,20438,20204,19666,19182,20366,20300
"57",3611,7706,9534,9376,9720,320,13207,11758,506,230,9410,13346,4613,4771,4066,11824,4252,4194,18100,12876,12243,478,286,506,12085,10748,8868,3459,13188,5434,17146,9054,10282,19726,4711,13517,196,5581,5925,158,162,19176,10811,9995,8710,18726,17112,5615,19596,9174,5739,664,12429,3267,10402,6208,0,162,19994,10282,11618,12180,9809,7275,10682,7585,18806,4380,4036,4070,5924,5784,5400,5744,10275,10309,22087,18166,17966,8247,7937,7903,3061,3611,2355,2050,2290,3095,18032,17998,4835,2222,18222,5925,378,11804,11460,664,9020,10619,19228,9995,4597,4253,6518,3558,9249,18188,506,12246,7106,13532,1758,2097,1998,11804,10501,14868,6762,15056,6920,18319,12429,2600,10566,6826,6792,14936,3371,9646,3405,28538,19228,16173,18806,18934,17249,18806,30105,20010,17249,18537,18303,17765,17281,18644,18610
"58",3449,7544,9500,9214,9686,158,13045,11596,540,68,9248,13280,4451,4609,4228,11662,4414,4228,17938,12714,12181,316,320,344,12023,10586,8706,3297,13122,5272,16984,8892,10314,19596,4549,13355,294,5547,5891,320,260,19014,10780,9833,8548,18564,16950,5581,19694,9143,5577,502,12367,3105,10434,6046,162,0,19832,10314,11463,12018,9647,7372,10520,7682,18644,4414,4070,3908,5762,5622,5238,5582,10209,10243,22184,18004,17804,8216,7906,7872,2899,3449,2193,1888,2128,2933,17870,17836,4933,2060,18060,5891,540,11649,11305,502,8858,10553,19066,9833,4435,4091,6356,3396,9087,18026,604,12084,6951,13466,1596,1935,1836,11649,10470,14900,6607,15088,6765,18157,12367,2438,10500,6671,6637,14968,3209,9484,3243,28572,19066,16011,18644,18772,17087,18772,30139,19848,17347,18375,18141,17603,17119,18482,18448
"59",18668,18765,17198,16912,17384,19956,13602,20982,20304,19866,16946,16292,19118,19276,20108,21048,20294,20108,14032,22786,17124,20114,20152,20176,16966,19972,22678,18448,16134,19907,13356,22898,20750,11626,19098,13946,20092,16158,16502,20152,20024,15108,22126,15606,22520,14904,13290,16192,11724,21402,16188,20300,17310,18324,20870,16610,19994,19832,0,20682,16338,21404,15454,17241,19906,17551,16548,20294,19950,19788,19681,19529,19873,20217,16182,16216,17548,14098,12898,18004,17694,17660,18104,18668,19668,19514,19734,18104,14242,14176,19448,19734,14432,16536,20338,16524,16180,20266,22898,16526,16970,15640,19022,18678,16954,18416,16824,14366,20402,21436,20236,16478,20054,20242,20274,16524,21816,21772,19892,21892,20050,14529,17310,20078,16274,19872,19838,21772,18448,21618,18414,32362,16970,13162,16548,16858,14238,16676,31673,17934,14498,15672,15438,14900,12544,14854,14788
"60",11682,14828,13262,13168,13448,10406,17424,18621,10528,10348,13202,12514,12091,12249,13302,18619,13488,13238,20460,21218,11300,10564,10376,10658,11142,17543,18084,11462,12356,12838,19803,18304,68,22307,12181,17768,10252,10576,10920,10440,10184,21536,14916,11487,17926,21421,19807,10610,22371,13855,10798,10750,11486,11338,226,10300,10282,10314,20682,0,12693,19043,11335,11891,17545,12201,21773,13424,13080,13176,13054,13094,12804,13148,9558,9592,22418,20458,20358,11876,11566,11532,11338,11682,10226,10160,10160,11338,20689,20693,12237,10160,20879,10954,10626,12879,12535,10716,18304,9902,22195,11521,12670,12326,10644,11562,13872,20883,10562,19007,13729,12700,9970,10070,9970,12879,14606,4654,13385,4812,13543,20976,11486,10504,9782,13475,13441,4654,11682,18896,11648,30167,22195,17774,21773,20390,18850,21709,31822,21466,18816,22170,21936,21398,20914,21301,21305
"61",10136,11386,10764,10674,10826,11579,12016,20412,11614,11429,10640,4902,10102,9944,12141,20478,12327,12143,21068,19030,2377,11421,11462,11491,2411,19210,18245,9916,5060,11900,21232,18341,12693,22933,10130,12044,11646,9020,9048,11584,11646,22336,12082,2002,18279,22938,21256,8986,23029,10676,8862,11607,2439,10108,12710,9424,11618,11463,16338,12693,0,20644,1974,7580,19144,7642,22770,12329,12301,12144,12498,12278,11934,11962,4036,4002,24165,21134,21286,7946,7884,7918,9980,10136,11752,11622,11750,9912,22186,22210,10226,11818,22500,9082,11646,186,158,11573,18341,4064,23002,2036,10570,10542,9452,10008,10290,22524,11708,20676,8310,5088,11102,11322,11354,186,12020,14707,8282,14532,8248,22436,2439,11846,3812,8310,8344,14639,10008,19249,9974,30831,23002,18446,22770,21922,19714,22894,31481,23190,19968,22872,22664,22250,21890,22732,22756
"62",14074,17908,19449,19353,19407,12108,20572,1238,12158,11952,19321,21816,15494,15338,15178,1304,15312,15178,11160,16426,21486,11952,12024,11944,21518,1834,13174,13992,21972,14820,10122,13098,19011,16354,15458,20532,12178,16556,16482,12148,12244,10630,21422,18910,13206,8932,10088,16524,16452,20152,16396,12086,21444,14148,18992,16796,12180,12018,21404,19043,20644,0,18918,18315,1768,18273,9120,15260,15334,15172,15376,15170,14852,14778,19738,19706,13906,11226,11026,18582,18624,18656,13874,14126,12376,12006,12246,13876,8966,8932,15628,12278,9592,16500,12072,20726,20800,12068,13184,19664,7882,18928,15060,15134,16756,14214,19033,9558,12136,100,17542,21950,11466,11928,11830,20778,21412,20583,17616,20408,17584,9506,21496,12170,19680,17614,17646,20551,13886,14108,13834,29070,7882,16878,9120,11994,16348,9248,30310,11464,16608,10024,10024,10650,12190,8354,8320
"63",8576,11792,10970,11000,11280,9737,10396,18624,9961,9579,10966,5410,8366,8332,12710,18690,12896,12710,20330,19432,3806,9703,9775,9799,3964,17484,16339,8390,5444,12418,20312,16615,11301,21903,8360,10582,9805,7472,7624,9651,9873,21536,13040,344,16497,22018,20336,7438,22001,12016,7186,9889,4116,8424,11195,7804,9809,9647,15454,11335,1974,18918,0,9087,17418,9273,21950,12896,12744,12582,12988,12780,12452,12604,2458,2424,23310,20396,20356,9674,9488,9522,8150,8576,10232,9860,10100,8150,21266,21290,8654,10134,21518,7590,9927,2160,2008,9923,16649,2610,22244,310,8918,8766,7990,8364,10746,21542,9991,19018,10220,5596,9444,9658,9560,2160,12854,13315,10068,13299,9910,21454,4116,10252,2522,10096,10130,13281,8336,17399,8336,30052,22244,17860,21950,21336,19066,22078,31682,22542,19326,21782,21574,21098,20676,21812,21836
"64",4903,7035,5211,5181,5397,7491,9793,17959,7521,7338,5147,10667,5899,5989,8556,18025,8742,8560,20497,17269,8117,7581,7369,7648,8027,16881,15682,4683,10577,8129,20559,15902,11891,22515,5889,10069,7121,1893,2169,7365,7121,21641,7472,9239,15592,22175,20493,1859,22451,6154,2043,7767,8303,4627,12023,3469,7275,7372,17241,11891,7580,18315,9087,0,16815,310,23375,8746,8470,8563,7971,7751,8163,8439,9303,9269,24707,20563,20563,2044,1734,1768,4507,4903,6651,6529,6649,4439,21513,21447,5982,6717,21703,2203,7551,7766,7490,7733,15902,9579,23731,9273,5921,5645,3745,4651,4161,21637,7431,18347,4682,10853,7069,7157,7189,7766,7162,16545,4406,16609,4496,21732,8303,6993,9327,4396,4430,16477,4783,16562,4749,28778,23731,16539,23375,21115,17683,23315,29832,22259,17686,22121,21913,21375,20891,22059,21993
"65",12306,16410,17949,17855,17639,10610,19074,1392,10524,10452,17821,20316,13996,13838,13678,1458,13678,13678,9392,14658,19986,10452,10524,10176,20020,66,11674,12492,20474,13320,8354,11330,17511,14856,13958,18764,10678,15058,14714,10648,10746,10784,19788,17142,11708,10166,8320,15024,14954,18654,14896,10452,19676,12650,17492,15298,10682,10520,19906,17545,19144,1768,17418,16815,0,16505,9274,13492,13836,13674,13878,13670,13354,13010,18240,18206,14060,9458,9258,16814,17124,17158,12376,12492,10878,10506,10746,12376,9680,9646,14128,10780,9746,14866,10304,18958,19302,10300,11550,17896,9650,17294,13292,13636,14988,12714,17265,9712,10368,1868,15774,20316,9966,10428,10330,19144,19912,19085,16118,18908,16084,9558,19862,10402,18180,16114,16148,19051,12252,12610,12066,27734,9650,15110,9274,10226,16502,9402,28974,11618,16762,11466,11258,10804,10692,10122,10088
"66",4593,7345,5397,5491,5087,7801,10103,17897,7397,7648,5457,10729,6209,6051,8618,17963,8618,8622,20187,16959,8303,7643,7431,7338,8337,16571,15868,4745,10887,8439,20249,15592,12201,22825,6199,9759,7431,2203,1859,7551,7431,21579,7348,8929,15902,22029,20183,2169,22761,6464,2229,7643,7993,4937,12209,3779,7585,7682,17551,12201,7642,18273,9273,310,16505,0,23313,8436,8780,8873,8281,8061,8473,8129,9613,9579,24645,20253,20253,1734,2044,2078,4817,4779,6961,6839,6959,4749,21575,21509,6044,7027,21641,2079,7241,7456,7800,7423,15778,9269,23689,9149,5611,5955,3435,4837,3851,21575,7121,18305,4372,10729,7131,7343,7375,7642,7472,16855,4716,16671,4682,21453,8179,6683,9389,4706,4740,16787,4659,16872,4439,28596,23689,16229,23313,20805,17621,23253,29650,22197,17624,21975,21767,21313,21201,22017,21951
"67",20500,21008,22467,22243,22343,18768,24652,7882,18868,18678,22277,22716,21292,21326,19046,7948,19108,19046,5641,20180,23884,18802,18840,18616,23788,9340,19924,20528,22682,18924,6424,19834,21841,10862,21296,24624,18904,22492,22464,18902,18836,4249,25490,21792,19828,5640,6406,22526,10960,24544,22460,18864,23760,20528,21888,22536,18806,18644,16548,21773,22770,9120,21950,23375,9274,23313,0,18984,19012,18850,19314,19162,18890,18862,23002,23036,8181,5707,6907,23358,23420,23386,20358,20624,19032,18928,19098,20358,6386,6368,21522,19098,5032,22622,18778,22708,22736,18706,19958,22974,1238,21950,21008,21036,22508,20558,22185,5014,18842,9152,22372,22778,18640,18840,18872,22832,25428,22731,22400,22716,22496,6035,23884,19070,22970,22404,22370,22731,20454,20798,20296,31222,1238,13639,0,8755,12247,128,30042,7363,12507,7658,7424,6798,9154,6270,6252
"68",6818,4284,5922,6084,5612,4538,16721,14884,4060,4380,6050,10278,8056,7898,314,14950,314,186,17824,9152,12839,4380,4094,4070,12873,13558,12668,6970,10436,1822,16998,12392,13424,20208,8046,16377,4346,9085,8741,4346,4346,19216,11601,12552,12702,18806,16960,9051,20110,9493,9179,4380,12529,7162,13420,9646,4380,4414,20294,13424,12329,15260,12896,8746,13492,8436,18984,0,344,506,2420,2200,1856,1512,13611,13577,22202,17890,17890,8744,9054,9088,7042,7004,6146,6024,6144,6974,18324,18286,7888,6212,18390,8961,4036,12143,12487,4160,12578,13267,19360,12772,7710,8054,9302,7062,5200,18352,4036,15292,7173,10278,5588,5800,5832,12329,11725,18078,7517,17882,7483,18202,12715,5868,13387,7507,7541,18010,6884,13672,6664,29675,19360,15338,18984,18154,16730,18856,27880,19546,16730,19170,18962,18508,18396,18766,18728
"69",7162,3940,5770,5740,5956,4194,16377,14912,4218,4104,5774,10250,7712,7870,286,14978,472,158,18168,9496,12687,4352,4066,4414,12529,13902,12516,6942,10092,1546,17342,12736,13148,19864,7770,16721,4070,8741,9085,4194,4002,19244,11759,12896,12358,18918,17304,8775,19766,9149,9027,4538,12873,6818,13268,9302,4036,4070,19950,13080,12301,15334,12744,8470,13836,8780,19012,344,0,162,2076,1924,1512,1856,13267,13301,22230,18234,18234,9088,8778,8744,6698,7162,5802,5748,5868,6698,18228,18190,7860,5868,18418,9119,4380,12487,12143,4504,12736,13611,19434,12930,8054,7710,9646,6910,5544,18380,4380,15366,7517,10436,5560,5648,5680,12487,11449,17734,7173,17854,7331,18515,12873,6212,13359,7231,7197,17734,7042,13328,7008,29823,19434,15682,19012,18498,16758,18884,28028,19574,16758,19308,19074,18536,18052,18840,18802
"70",7000,3778,5864,5578,6050,4032,16215,14750,4380,3942,5612,10280,7550,7708,320,14816,506,320,18006,9334,12716,4190,4228,4252,12558,13740,12354,6780,10122,1384,17180,12574,13244,19766,7608,16559,4168,8835,9179,4228,4100,19082,11850,12734,12196,18756,17142,8869,19864,9240,8865,4376,12902,6656,13364,9140,4070,3908,19788,13176,12144,15172,12582,8563,13674,8873,18850,506,162,0,1914,1762,1350,1694,13297,13331,22329,18072,18072,9179,8869,8835,6536,7000,5640,5586,5706,6536,18066,18028,7958,5706,18256,9213,4414,12330,11986,4342,12574,13641,19272,12768,7892,7548,9484,6748,5382,18218,4478,15204,7360,10466,5398,5486,5518,12330,11540,17830,7016,17950,7174,18353,12902,6050,13389,7074,7040,17830,6880,13166,6846,29985,19272,15520,18850,18336,16596,18978,28190,19412,16856,19146,18912,18374,17890,18678,18640
